"","X","Y","OBJECTID","ADD_ID_HC","ANUMBER","ANUMBERSUF","ST_PRE_MOD","ST_PRE_DIR","ST_PRE_TYP","ST_NAME","ST_POS_TYP","ST_POS_DIR","ST_POS_MOD","SUB_AD_TYP","SUB_AD_ID","CONCAT_AD","MUNI_NAME","ZIP","ZIP4","LANDMARK_1","LANDMARK_2","FLR_LVL","ADD_TYPE","LONGITUDE","LATITUDE","PID","GlobalID","number"
"9408",481779.5082,4981901.9709,421973,444782,1083,NA,NA,NA,NA,"15th","Avenue","Southeast",NA,NA,NA,"1083 15th Avenue Southeast","Minneapolis",55414,NA,NA,NA,0,"Centroid",-93.2311,44.9903,"2402924110093","{5A1C64F0-9D46-4BA0-90BE-8A7DD24D7B92}","3"
"9409",479044.0151,4979933.4994,422018,427058,523,NA,NA,NA,NA,"8th","Street","South",NA,"Unit","103","523 8th Street South Unit 103","Minneapolis",55404,NA,NA,NA,0,"STRUCTURE",-93.2658,44.9725,"2602924231085","{DFBA355B-73AE-4D4B-8D1E-9F375C2137EB}","3"
"9410",476081.3187,4979498.0129,422100,419117,1133,NA,NA,NA,NA,"Kenwood","Parkway",NA,NA,NA,NA,"1133 Kenwood Parkway","Minneapolis",55403,NA,NA,NA,0,"Centroid",-93.3033,44.9685,"2802924320041","{056A8DF3-ACAB-471C-AAD4-280F4CD8211C}","3"
"9411",478518.1913,4978892.0325,422112,444337,1923,NA,NA,NA,NA,"3rd","Avenue","South",NA,NA,NA,"1923 3rd Avenue South","Minneapolis",55404,NA,NA,NA,0,"Centroid",-93.2724,44.9631,"2702924440099","{0A5C5403-A33F-4A28-93B7-A9566857179F}","3"
"9412",478900.865,4980416.1345,422237,443446,523,NA,NA,NA,NA,"2nd","Avenue","South",NA,NA,NA,"523 2nd Avenue South","Minneapolis",55402,NA,NA,NA,0,"Centroid",-93.2676,44.9769,"2702924110084","{EC1EF6BE-1CA5-4E81-8949-AC469BF7356F}","3"
"9413",478627.8342,4978964.0816,422259,438496,333,NA,NA,NA,NA,"19th","Street","East",NA,NA,NA,"333 19th Street East","Minneapolis",55404,NA,NA,NA,0,"Centroid",-93.271,44.9638,"2702924440087","{7BBEB19C-B0AD-4382-B4D1-FD5452CB6217}","3"
"9414",475362.5894,4978902.4082,422270,420661,2003,NA,NA,NA,NA,"Sheridan","Avenue","South",NA,NA,NA,"2003 Sheridan Avenue South","Minneapolis",55405,NA,NA,NA,0,"Centroid",-93.3124,44.9631,"2902924440082","{6C2A0976-39F0-465A-B1AD-8E4030A4B9A2}","3"
"9415",480564.1695,4978116.8639,422383,439504,1833,NA,NA,NA,NA,"E M Stately","Street",NA,NA,NA,NA,"1833 E M Stately Street","Minneapolis",55404,NA,NA,NA,0,"Centroid",-93.2464,44.9562,"3602924230027","{E6CB3DD5-18C2-43E2-B154-56029A68028C}","3"
"9416",480114.6543,4975983.7555,422500,449789,3623,NA,NA,NA,NA,"Bloomington","Avenue",NA,NA,NA,NA,"3623 Bloomington Avenue","Minneapolis",55407,NA,NA,NA,0,"Centroid",-93.252,44.937,"0202824440196","{7F1DDA62-8A65-462C-9C3A-7E0DA6E9C77A}","3"
"9417",482205.0504,4972140.0429,422507,374220,5533,NA,NA,NA,NA,"32nd","Avenue","South",NA,NA,NA,"5533 32nd Avenue South","Minneapolis",55417,NA,NA,NA,0,"Centroid",-93.2254,44.9025,"1902823220141","{462652FB-FFBC-490E-9E24-B3C57E790E55}","3"
"9418",481953.7411,4985730.1737,422584,449843,3123,NA,NA,NA,NA,"Benjamin","Street","Northeast",NA,NA,NA,"3123 Benjamin Street Northeast","Minneapolis",55418,NA,NA,NA,0,"Centroid",-93.2291,45.0248,"0102924410048","{03AB8506-DE39-4D46-8123-A14387F1FD1F}","3"
"9419",477893.8475,4974978.2732,422690,146706,4123,NA,NA,NA,NA,"Wentworth","Avenue",NA,NA,NA,NA,"4123 Wentworth Avenue","Minneapolis",55409,NA,NA,NA,0,"Centroid",-93.2801,44.9279,"1002824240203","{2AB526DF-2CD4-450E-8CD6-952C44F8AD9A}","3"
"9420",481695.5395,4972750.9348,422730,326747,5233,NA,NA,NA,NA,"28th","Avenue","South",NA,NA,NA,"5233 28th Avenue South","Minneapolis",55417,NA,NA,NA,0,"Centroid",-93.2319,44.908,"1302824440053","{9A08E947-DE4F-4236-BA3D-AFD2A4080B56}","3"
"9421",481777.4024,4978147.9111,422749,182210,2523,NA,NA,NA,NA,"28th","Avenue","South",NA,NA,NA,"2523 28th Avenue South","Minneapolis",55406,NA,NA,NA,0,"Centroid",-93.231,44.9565,"3602924140102","{324DFF8B-55EA-416B-829F-1F46ADFD7BAC}","3"
"9422",477992.0874,4974576.6809,422851,451440,4323,NA,NA,NA,NA,"Blaisdell","Avenue",NA,NA,NA,NA,"4323 Blaisdell Avenue","Minneapolis",55409,NA,NA,NA,0,"Centroid",-93.2789,44.9243,"1002824310109","{60C8D484-4CC9-41A5-806D-BB2D09A2C5B9}","3"
"9423",482118.456,4977375.6236,422872,428548,2913,"1/2",NA,NA,NA,"31st","Avenue","South",NA,NA,NA,"2913 1/2 31st Avenue South","Minneapolis",55406,NA,NA,NA,0,"Centroid",-93.2267,44.9496,"3102923330080","{731E2BE6-95AA-4CAC-A4CB-0940C4361FF2}","3"
"9424",477429.7033,4982140.3646,422916,432319,613,NA,NA,NA,NA,"Harry Davis","Lane",NA,NA,NA,NA,"613 Harry Davis Lane","Minneapolis",55411,NA,NA,NA,0,"Centroid",-93.2863,44.9924,"1502924330200","{81EDAA55-D5A6-48FA-B75A-F56B0521CDED}","3"
"9425",476441.842,4979524.8109,423005,433410,813,NA,NA,NA,NA,"Kenwood","Parkway",NA,NA,NA,NA,"813 Kenwood Parkway","Minneapolis",55403,NA,NA,NA,0,"Structure",-93.2987,44.9688,"2802924310017","{AFAB3A9C-D6A7-43C5-962C-CA8B050BFC51}","3"
"9426",479214.7931,4975847.9753,423040,439390,3703,NA,NA,NA,NA,"Columbus","Avenue",NA,NA,NA,NA,"3703 Columbus Avenue","Minneapolis",55407,NA,NA,NA,0,"Centroid",-93.2634,44.9358,"0202824330068","{B924873C-7037-4053-A4F9-54FEC9901F82}","3"
"9427",482975.8192,4973801.5519,423055,440229,4743,NA,NA,NA,NA,"Hiawatha","Avenue",NA,NA,NA,NA,"4743 Hiawatha Avenue","Minneapolis",55406,NA,NA,NA,0,"Centroid",-93.2157,44.9174,"1802823120081","{B30C13C0-1AF7-4395-9C6F-0CDAFDFDBDF9}","3"
"9428",477367.4148,4971564.6013,423104,420228,5823,NA,NA,NA,NA,"Garfield","Avenue",NA,NA,NA,NA,"5823 Garfield Avenue","Minneapolis",55419,NA,NA,NA,0,"Centroid",-93.2867,44.8972,"2202824320050","{06402639-5BA9-4F30-A793-787AD83CF108}","3"
"9429",481381.4522,4971881.9172,423129,424032,5653,NA,NA,NA,NA,"25th","Avenue","South",NA,NA,NA,"5653 25th Avenue South","Minneapolis",55417,NA,NA,NA,0,"Centroid",-93.2358,44.9001,"2402824130074","{26F53976-AA3F-462E-8C48-D3B481295969}","3"
"9430",480686.3687,4971873.0146,423140,404750,5653,NA,NA,NA,NA,"19th","Avenue","South",NA,NA,NA,"5653 19th Avenue South","Minneapolis",55417,NA,NA,NA,0,"Centroid",-93.2446,44.9,"2402824230070","{3B5D43FA-322A-4682-B17D-5C87BE17BCA9}","3"
"9431",481281.4027,4971941.2399,423195,404620,5633,NA,NA,NA,NA,"24th","Avenue","South",NA,NA,NA,"5633 24th Avenue South","Minneapolis",55417,NA,NA,NA,0,"Centroid",-93.2371,44.9007,"2402824130108","{F34CCD7B-17D3-44AF-8F56-91F3F21C034B}","3"
"9432",478459.5222,4980236.7257,423349,415860,813,NA,NA,NA,NA,"Nicollet","Mall",NA,NA,NA,NA,"813 Nicollet Mall","Minneapolis",55402,NA,NA,NA,0,"Centroid",-93.2732,44.9753,"2702924120095","{FE4E12E3-95B4-4502-8250-95FD4A0815A6}","3"
"9433",478320.0335,4981226.9928,423370,449621,323,NA,NA,NA,NA,"Washington","Avenue","North",NA,NA,NA,"323 Washington Avenue North","Minneapolis",55401,NA,NA,NA,0,"Centroid",-93.275,44.9842,"2202924131161","{42213BFF-3577-43C2-A932-E18347D1116B}","3"
"9434",483032.5443,4972007.7607,423379,389636,5613,NA,NA,NA,NA,"40th","Avenue","South",NA,NA,NA,"5613 40th Avenue South","Minneapolis",55417,NA,NA,NA,0,"Centroid",-93.2149,44.9013,"1902823130055","{2019979A-D7E9-404F-A799-69A22E73ACF5}","3"
"9435",481614.8877,4976168.073,423415,427413,3523,NA,NA,NA,NA,"27th","Avenue","South",NA,NA,NA,"3523 27th Avenue South","Minneapolis",55406,NA,NA,NA,0,"Centroid",-93.233,44.9387,"0102824420190","{BE3A8DD0-8761-4365-9DBB-4CADA4321E00}","3"
"9436",477411.4396,4978334.5832,423430,424066,2433,NA,NA,NA,NA,"Garfield","Avenue",NA,NA,NA,NA,"2433 Garfield Avenue","Minneapolis",55405,NA,NA,NA,0,"Centroid",-93.2864,44.9581,"3402924230152","{7F1A9395-CBD5-4A97-9FB4-2685BC209BC1}","3"
"9437",476330.4462,4977566.7194,423513,445069,2863,NA,NA,NA,NA,"Kenwood Isles","Drive",NA,NA,NA,NA,"2863 Kenwood Isles Drive","Minneapolis",55408,NA,NA,NA,0,"Centroid",-93.3001,44.9512,"3302924340389","{FAC1903A-B007-41F5-85CC-58702937D780}","3"
"9438",478922.3826,4978225.956,423624,420775,2503,NA,NA,NA,NA,"Portland","Avenue",NA,NA,NA,NA,"2503 Portland Avenue","Minneapolis",55404,NA,NA,NA,0,"Centroid",-93.2672,44.9572,"3502924230045","{9664759B-6081-4DE0-A2A6-03BC3A0055B9}","3"
"9439",480220.4225,4981269.9941,423628,444914,323,NA,NA,NA,NA,"2nd","Street","Southeast",NA,NA,NA,"323 2nd Street Southeast","Minneapolis",55414,NA,NA,NA,0,"Centroid",-93.2509,44.9846,"2302924140100","{155D9799-F559-4A2B-9436-A5AFA6D79814}","3"
"9440",476548.3254,4977154.1433,423744,439712,3023,NA,NA,NA,NA,"Hennepin","Avenue",NA,NA,NA,NA,"3023 Hennepin Avenue","Minneapolis",55408,NA,NA,NA,0,"Centroid",-93.2973,44.9474,"0402824120216","{7499090E-1864-489F-ACC0-4C9EE9257EF3}","3"
"9441",479010.171,4980061.5776,423765,437685,433,NA,NA,NA,NA,"7th","Street","South",NA,"Unit","1813","433 7th Street South Unit 1813","Minneapolis",55415,NA,NA,NA,0,"Centroid",-93.2662,44.9737,"2602924220187","{304DB1D5-454C-40E2-89B2-4C56FCD4B792}","3"
"9442",481354.3466,4978950.6496,423821,446523,2423,NA,NA,NA,NA,"9th","Street","South",NA,NA,NA,"2423 9th Street South","Minneapolis",55406,NA,NA,NA,0,"Centroid",-93.2364,44.9638,"2502924430135","{73967050-7F8B-45F3-9604-EA57E12920F2}","3"
"9443",476886.782,4976015.0947,423910,440890,3613,NA,NA,NA,NA,"Dupont","Avenue","South",NA,NA,NA,"3613 Dupont Avenue South","Minneapolis",55409,NA,NA,NA,0,"Centroid",-93.2929,44.9372,"0402824440048","{8C0BD0AB-E096-48A6-843A-945637712C70}","3"
"9444",476044.1638,4980832.7274,423971,394073,1813,NA,NA,NA,NA,"Glenwood","Avenue",NA,NA,NA,NA,"1813 Glenwood Avenue","Minneapolis",55405,NA,NA,NA,0,"Centroid",-93.3039,44.9805,"2102924330163","{266D18CC-0DD6-4617-B67D-24F90F7F7900}","3"
"9445",481909.394,4978695.2556,424021,201234,2113,NA,NA,NA,NA,"29th","Avenue","South",NA,NA,NA,"2113 29th Avenue South","Minneapolis",55406,NA,NA,NA,0,"Centroid",-93.2294,44.9615,"3602924110014","{62CABDF4-1A05-4F17-880F-EB5A35BA5A81}","3"
"9446",480864.4435,4982456.2001,424043,331021,1113,NA,NA,NA,NA,"Spring","Street","Northeast",NA,NA,NA,"1113 Spring Street Northeast","Minneapolis",55413,NA,NA,NA,0,"Centroid",-93.2428,44.9953,"1302924320099","{491FC51C-B1E9-46B6-8832-751EF03AFC40}","3"
"9447",480220.4225,4981269.9941,424119,433935,343,NA,NA,NA,NA,"2nd","Street","Southeast",NA,NA,NA,"343 2nd Street Southeast","Minneapolis",55414,NA,NA,NA,0,"Centroid",-93.2509,44.9846,"2302924140100","{0B015EAF-FC8B-48F6-876B-E07C52EC8930}","3"
"9448",478829.9062,4979382.6488,424172,447780,513,NA,NA,NA,NA,"15th","Street","East",NA,NA,NA,"513 15th Street East","Minneapolis",55404,NA,NA,NA,0,"Centroid",-93.2685,44.9676,"2702924410089","{B6D43FD9-9BFE-40C0-827A-E9E5AA853E1B}","3"
"9449",481580.4293,4982985.9244,424191,310574,1703,NA,NA,NA,NA,"Broadway","Street","Northeast",NA,NA,NA,"1703 Broadway Street Northeast","Minneapolis",55413,NA,NA,NA,0,"Centroid",-93.2337,45.0001,"1302924130017","{216E78AC-47EA-40A7-83F6-427FBFD8BFF8}","3"
"9450",474357.4905,4972707.2167,424215,434342,5253,NA,NA,NA,NA,"Chowen","Avenue","South",NA,NA,NA,"5253 Chowen Avenue South","Minneapolis",55410,NA,NA,NA,0,"Centroid",-93.3248,44.9073,"1702824330017","{6D3D7BEC-A873-4333-BAD3-F086356F13D7}","3"
"9451",477705.278,4979382.3424,424490,449461,303,NA,NA,NA,NA,"15th","Street","West",NA,NA,NA,"303 15th Street West","Minneapolis",55403,NA,NA,NA,0,"Centroid",-93.2827,44.9675,"2702924310126","{194121B4-6DC0-44F8-A7C2-E179D1A4B4AE}","3"
"9452",476314.7178,4978905.6571,424495,446354,1933,NA,NA,NA,NA,"James","Avenue","South",NA,NA,NA,"1933 James Avenue South","Minneapolis",55403,NA,NA,NA,0,"Centroid",-93.3003,44.9632,"2802924340075","{A0BCB62F-CE29-46A8-A709-030B824EB02D}","3"
"9453",475816.0514,4980346.498,424583,418140,33,NA,NA,NA,NA,"Oliver","Avenue","South",NA,NA,NA,"33 Oliver Avenue South","Minneapolis",55405,NA,NA,NA,0,"Centroid",-93.3067,44.9762,"2802924220052","{5CC3E3E5-7623-4F17-A9B6-9EAA4BC14333}","3"
"9454",478117.4214,4979468.5545,424654,415284,1413,NA,NA,NA,NA,"Nicollet","Avenue",NA,NA,NA,NA,"1413 Nicollet Avenue","Minneapolis",55403,NA,NA,NA,0,"Centroid",-93.2775,44.9683,"2702924420031","{BE17D6C6-6107-4EFD-99FC-719138C533A3}","3"
"9455",477866.8383,4971073.763,424702,398188,6043,NA,NA,NA,NA,"Wentworth","Avenue",NA,NA,NA,NA,"6043 Wentworth Avenue","Minneapolis",55419,NA,NA,NA,0,"Centroid",-93.2803,44.8928,"2202824340036","{FE8AF90F-C95F-4BBA-A4C8-515BC833FF66}","3"
"9456",479043.7955,4981863.5712,424758,422699,123,NA,NA,NA,NA,"Island","Avenue","West",NA,NA,NA,"123 Island Avenue West","Minneapolis",55401,NA,NA,NA,0,"Centroid",-93.2659,44.9899,"2302924220011","{024CCD82-8175-4E3D-90A0-20AFE1A25FC2}","3"
"9457",479483.6153,4971913.6761,424778,421096,5633,NA,NA,NA,NA,"10th","Avenue","South",NA,NA,NA,"5633 10th Avenue South","Minneapolis",55417,NA,NA,NA,0,"Centroid",-93.2599,44.9004,"2302824240040","{6BB7D335-DC9B-41F5-A86A-DA6580A0C5A5}","3"
"9458",479442.9363,4978948.8719,424788,431442,1903,NA,NA,NA,NA,"Elliot","Avenue",NA,NA,NA,NA,"1903 Elliot Avenue","Minneapolis",55404,NA,NA,NA,0,"Centroid",-93.2607,44.9637,"2602924340066","{47498A95-BA8C-444E-9A03-D304CBD8BCE4}","3"
"9459",481779.0991,4981738.7568,424813,432625,1033,NA,NA,NA,NA,"15th","Avenue","Southeast",NA,NA,NA,"1033 15th Avenue Southeast","Minneapolis",55414,NA,NA,NA,0,"Centroid",-93.2311,44.9889,"2402924110120","{B9CE5ACC-FBD3-4785-A5CE-BEE2AADD95C6}","3"
"9460",481980.8201,4981899.7313,424848,424159,1083,NA,NA,NA,NA,"17th","Avenue","Southeast",NA,NA,NA,"1083 17th Avenue Southeast","Minneapolis",55414,NA,NA,NA,0,"Centroid",-93.2286,44.9903,"2402924110034","{D7B438B0-6C6A-4612-B027-FE99BA33BC46}","3"
"9461",479051.9808,4979885.6439,424911,448994,523,NA,NA,NA,NA,"8th","Street","South",NA,"Unit","101","523 8th Street South Unit 101","Minneapolis",55404,NA,NA,NA,0,"STRUCTURE",-93.2657,44.9721,"2602924231081","{27B1CBF6-46BE-4B3D-8D61-FABCFCCC2AA7}","3"
"9462",476415.2974,4979295.1896,425030,436460,1733,NA,NA,NA,NA,"Irving","Avenue","South",NA,NA,NA,"1733 Irving Avenue South","Minneapolis",55403,NA,NA,NA,0,"Centroid",-93.2991,44.9667,"2802924310051","{D78C525C-2FF8-4B3A-A524-6D7FC635F1E9}","3"
"9463",481980.1208,4981761.3422,425123,412577,1043,NA,NA,NA,NA,"17th","Avenue","Southeast",NA,NA,NA,"1043 17th Avenue Southeast","Minneapolis",55414,NA,NA,NA,0,"Centroid",-93.2286,44.9891,"2402924110168","{BEEEFFA1-AA84-4D0A-8380-D2502B7D92FF}","3"
"9464",475810.6573,4980244.4202,425139,412549,2123,NA,NA,NA,NA,"Hawthorne","Avenue","West",NA,NA,NA,"2123 Hawthorne Avenue West","Minneapolis",55405,NA,NA,NA,0,"Centroid",-93.3068,44.9752,"2802924220064","{D6AACA2A-3FFA-4AA8-9BCC-B5549EE2946D}","3"
"9465",476214.7636,4979296.1797,425176,415198,1733,NA,NA,NA,NA,"Knox","Avenue","South",NA,NA,NA,"1733 Knox Avenue South","Minneapolis",55403,NA,NA,NA,0,"Centroid",-93.3016,44.9667,"2802924310080","{0ED2721B-9BFD-4F66-8218-87641F8443F8}","3"
"9466",480242.8282,4979101.1617,425194,413005,803,NA,NA,NA,NA,"17th","Avenue","South",NA,NA,NA,"803 17th Avenue South","Minneapolis",55404,NA,NA,NA,0,"Centroid",-93.2505,44.9651,"2602924440067","{9CE36821-39A0-4536-94E5-EB3CF505063E}","3"
"9467",478619.7741,4979029.5625,425261,437621,1823,NA,NA,NA,NA,"Clinton","Avenue",NA,NA,NA,NA,"1823 Clinton Avenue","Minneapolis",55404,NA,NA,NA,0,"Centroid",-93.2711,44.9644,"2702924440059","{061F6C2F-C952-46FC-99FA-5F8BB5046E25}","3"
"9468",479044.0151,4979933.4994,425280,426970,523,NA,NA,NA,NA,"8th","Street","South",NA,"Unit","104","523 8th Street South Unit 104","Minneapolis",55404,NA,NA,NA,0,"STRUCTURE",-93.2658,44.9725,"2602924231086","{EB8BF561-B898-44AE-8465-A758498818EE}","3"
"9469",479010.171,4980061.5776,425393,419953,433,NA,NA,NA,NA,"7th","Street","South",NA,"Unit","2005","433 7th Street South Unit 2005","Minneapolis",55415,NA,NA,NA,0,"Centroid",-93.2662,44.9737,"2602924220234","{CEEC9B5D-9931-4921-A799-C296F0E5E3CF}","3"
"9470",480588.8811,4978117.1822,425402,432011,1843,NA,NA,NA,NA,"E M Stately","Street",NA,NA,NA,NA,"1843 E M Stately Street","Minneapolis",55404,NA,NA,NA,0,"Centroid",-93.2461,44.9562,"3602924230086","{7F160766-2B55-404A-AF07-186752A39305}","3"
"9471",478657.7601,4978192.5137,425515,429492,343,NA,NA,NA,NA,"25th","Street","East",NA,NA,NA,"343 25th Street East","Minneapolis",55404,NA,NA,NA,0,"Centroid",-93.2706,44.9569,"3402924140086","{F50C8930-3FD7-4D09-9B9F-54053BC97E63}","3"
"9472",478813.1245,4975326.7718,425567,431948,3943,NA,NA,NA,NA,"5th","Avenue","South",NA,NA,NA,"3943 5th Avenue South","Minneapolis",55409,NA,NA,NA,0,"Centroid",-93.2685,44.9311,"1002824110173","{568FBB90-9AE1-4A23-AB7D-4E7E5BACA9AC}","3"
"9473",483341.8582,4975558.4318,425675,440163,3833,NA,NA,NA,NA,"43rd","Avenue","South",NA,NA,NA,"3833 43rd Avenue South","Minneapolis",55406,NA,NA,NA,0,"Centroid",-93.2111,44.9333,"0702823110083","{4E638144-B9DF-463D-A079-2AF95F686BF3}","3"
"9474",477873.4233,4971918.8611,425682,440951,5633,NA,NA,NA,NA,"Wentworth","Avenue",NA,NA,NA,NA,"5633 Wentworth Avenue","Minneapolis",55419,NA,NA,NA,0,"Centroid",-93.2803,44.9004,"2202824240065","{F895861B-4A74-47A7-AFE1-709F62202E9B}","3"
"9475",481385.2061,4972721.3869,425827,326161,5233,NA,NA,NA,NA,"Woodlawn","Boulevard",NA,NA,NA,NA,"5233 Woodlawn Boulevard","Minneapolis",55417,NA,NA,NA,0,"Centroid",-93.2358,44.9077,"1302824430075","{C03483DD-217B-498E-94CA-1A6320C6316E}","3"
"9476",477967.5356,4973162.1064,425842,424503,5013,NA,NA,NA,NA,"Belmont","Avenue","South",NA,NA,NA,"5013 Belmont Avenue South","Minneapolis",55419,NA,NA,NA,0,"Centroid",-93.2791,44.9116,"1502824310091","{80E06B34-564B-460C-9B2F-9F8B085854D9}","3"
"9477",478711.2281,4976218.0718,426005,436121,3513,NA,NA,NA,NA,"4th","Avenue","South",NA,NA,NA,"3513 4th Avenue South","Minneapolis",55408,NA,NA,NA,0,"Centroid",-93.2698,44.9391,"0302824410130","{C984B7AF-CB5F-45F1-8448-A4D212B4C998}","3"
"9478",480123.1183,4978172.7414,426067,452343,2513,NA,NA,NA,NA,"Bloomington","Avenue",NA,NA,NA,NA,"2513 Bloomington Avenue","Minneapolis",55404,NA,NA,NA,0,"Centroid",-93.252,44.9567,"3502924140013","{89A980D3-4D81-44BB-8886-FFE5496FD9C0}","3"
"9479",476548.3254,4977154.1433,426111,429986,3033,NA,NA,NA,NA,"Hennepin","Avenue",NA,NA,NA,NA,"3033 Hennepin Avenue","Minneapolis",55408,NA,NA,NA,0,"Centroid",-93.2973,44.9474,"0402824120216","{166DB1A0-8A8B-43B9-8BB0-5A31299DA5CC}","3"
"9480",479252.208,4982545.2318,426172,427919,723,NA,NA,NA,NA,"2nd","Street","Northeast",NA,NA,NA,"723 2nd Street Northeast","Minneapolis",55413,NA,NA,NA,0,"Centroid",-93.2632,44.9961,"1402924320012","{A0385582-FA23-441A-9A5B-F17485FBBF80}","3"
"9481",479010.171,4980061.5776,426339,439082,433,NA,NA,NA,NA,"7th","Street","South",NA,"Unit","1715","433 7th Street South Unit 1715","Minneapolis",55415,NA,NA,NA,0,"Centroid",-93.2662,44.9737,"2602924220162","{D0CEA394-4805-43D2-8066-3530EC5671E8}","3"
"9482",479010.171,4980061.5776,426346,437941,433,NA,NA,NA,NA,"7th","Street","South",NA,"Unit","1922","433 7th Street South Unit 1922","Minneapolis",55415,NA,NA,NA,0,"Centroid",-93.2662,44.9737,"2602924220223","{A5838813-881A-428D-B0E9-04E34E045A04}","3"
"9483",475156.9795,4971812.0429,426401,377376,5713,NA,NA,NA,NA,"Upton","Avenue","South",NA,NA,NA,"5713 Upton Avenue South","Minneapolis",55410,NA,NA,NA,0,"Centroid",-93.3147,44.8993,"2002824130162","{721F8D2A-0BCC-443B-B35A-A022C67AEEF8}","3"
"9484",475707.9209,4978731.2535,426508,427289,2123,NA,NA,NA,NA,"21st","Street","West",NA,NA,NA,"2123 21st Street West","Minneapolis",55405,NA,NA,NA,0,"Centroid",-93.308,44.9616,"3302924220052","{5D6308C5-9032-4398-8620-77F46CC8DEE5}","3"
"9485",481233.4128,4979130.7181,426635,436525,2323,"1/2",NA,NA,NA,"Riverside","Avenue",NA,NA,NA,NA,"2323 1/2 Riverside Avenue","Minneapolis",55454,NA,NA,NA,0,"Centroid",-93.238,44.9654,"2502924340095","{842C74EC-B936-437E-B13C-BA5E183F4F34}","3"
"9486",474870.1407,4974823.6085,426701,433355,4213,NA,NA,NA,NA,"Xerxes","Avenue","South",NA,NA,NA,"4213 Xerxes Avenue South","Minneapolis",55410,NA,NA,NA,0,"Centroid",-93.3184,44.9264,"0802824420093","{5B6EDB3E-EEC4-4A47-B22F-FACF05A579FC}","3"
"9487",482171.0217,4978742.4184,426915,447702,2113,NA,NA,NA,NA,"Minneapolis","Avenue",NA,NA,NA,NA,"2113 Minneapolis Avenue","Minneapolis",55406,NA,NA,NA,0,"Centroid",-93.2261,44.9619,"3102923220072","{3B3AA5E6-B601-45C9-9064-5136FDCD4BBF}","3"
"9488",482134.9131,4971703.9336,427007,436983,5753,NA,NA,NA,NA,"Bossen","Terrace",NA,NA,NA,NA,"5753 Bossen Terrace","Minneapolis",55417,NA,NA,NA,0,"Centroid",-93.2263,44.8985,"1902823230093","{AF38FC0F-4153-45A7-9B41-554671D3AFB0}","3"
"9489",478361.306,4978951.3161,427054,443769,143,NA,NA,NA,NA,"19th","Street","East",NA,NA,NA,"143 19th Street East","Minneapolis",55403,NA,NA,NA,0,"Centroid",-93.2744,44.9637,"2702924430111","{0589BC13-AFE1-4965-8C0A-DD4AE160B999}","3"
"9490",483115.7014,4981435.4764,427061,451226,883,NA,NA,NA,NA,"29th","Avenue","Southeast",NA,NA,NA,"883 29th Avenue Southeast","Minneapolis",55414,NA,NA,NA,0,"Structure",-93.2142,44.9862,"1902923130002","{278113D2-0A50-45C1-B188-2A5416901190}","3"
"9491",482119.8007,4977504.6954,427102,452458,2833,NA,NA,NA,NA,"31st","Avenue","South",NA,NA,NA,"2833 31st Avenue South","Minneapolis",55406,NA,NA,NA,0,"Centroid",-93.2267,44.9508,"3102923330058","{F68B5BA8-1BC5-498E-AED8-D353D5E39A7D}","3"
"9492",477542.129,4971600.421,427105,447885,333,NA,NA,NA,NA,"58th","Street","West",NA,NA,NA,"333 58th Street West","Minneapolis",55419,NA,NA,NA,0,"Centroid",-93.2844,44.8975,"2202824320036","{76552B2E-ABD8-4411-8304-7447A46A7115}","3"
"9493",479716.0923,4975974.8117,427259,422113,3623,NA,NA,NA,NA,"12th","Avenue","South",NA,NA,NA,"3623 12th Avenue South","Minneapolis",55407,NA,NA,NA,0,"Centroid",-93.2571,44.9369,"0202824430103","{9D9CF4D1-B626-45B1-BE42-C3119A9491EA}","3"
"9494",477448.2246,4981880.576,427284,431520,1153,NA,NA,NA,NA,"5th","Street","North",NA,NA,NA,"1153 5th Street North","Minneapolis",55411,NA,NA,NA,0,"Centroid",-93.2861,44.99,"2202924220138","{D2EB2456-A6CC-4D76-9353-FA4F2194F280}","3"
"9495",476521.9952,4977187.3045,427331,453069,3003,NA,NA,NA,NA,"Hennepin","Avenue",NA,NA,NA,NA,"3003 Hennepin Avenue","Minneapolis",55408,NA,NA,NA,0,"CENTROID",-93.2979,44.9481,"0402824120219","{AD863A04-5B7B-4804-AC3A-93559589FAC1}","3"
"9496",483230.6575,4971744.466,427339,374257,5733,NA,NA,NA,NA,"42nd","Avenue","South",NA,NA,NA,"5733 42nd Avenue South","Minneapolis",55417,NA,NA,NA,0,"Centroid",-93.2124,44.8989,"1902823140130","{FA9E63C2-CD94-4CBC-9052-717157C2A841}","3"
"9497",480220.4225,4981269.9941,427342,438565,353,NA,NA,NA,NA,"2nd","Street","Southeast",NA,NA,NA,"353 2nd Street Southeast","Minneapolis",55414,NA,NA,NA,0,"Centroid",-93.2509,44.9846,"2302924140100","{B3566F4E-AB56-4EFA-9593-4532E2A43653}","3"
"9498",480220.4225,4981269.9941,427417,450750,313,NA,NA,NA,NA,"2nd","Street","Southeast",NA,NA,NA,"313 2nd Street Southeast","Minneapolis",55414,NA,NA,NA,0,"Centroid",-93.2509,44.9846,"2302924140100","{D05D9C17-0D8D-4BF7-A4B0-F1CE31387D62}","3"
