"","X","Y","OBJECTID","ADD_ID_HC","ANUMBER","ANUMBERSUF","ST_PRE_MOD","ST_PRE_DIR","ST_PRE_TYP","ST_NAME","ST_POS_TYP","ST_POS_DIR","ST_POS_MOD","SUB_AD_TYP","SUB_AD_ID","CONCAT_AD","MUNI_NAME","ZIP","ZIP4","LANDMARK_1","LANDMARK_2","FLR_LVL","ADD_TYPE","LONGITUDE","LATITUDE","PID","GlobalID","number"
"1",476328.4126,4986954.0894,27419,NA,4403,NA,NA,NA,NA,"Irving","Avenue","North",NA,NA,NA,"4403 Irving Avenue North","Minneapolis",55412,NA,NA,NA,0,"DOOR",-93.30052895,45.03564539,NA,"{36F55E1F-F8CF-4180-9C65-0FE376AF70FB}","3"
"2",479920.8364,4975163.4284,28251,NA,4023,NA,NA,NA,NA,"14th","Avenue","South",NA,NA,NA,"4023 14th Avenue South","Minneapolis",55407,NA,NA,NA,NA,NA,-93.2545,44.9296,NA,"{B3DF4712-3296-4032-BBB1-7E903E92A4AA}","3"
"3",478665.4874,4978972.9731,28274,NA,343,NA,NA,NA,NA,"19th","Street","East",NA,NA,NA,"343 19th Street East","Minneapolis",55404,NA,NA,NA,NA,NA,-93.2705,44.9639,NA,"{A6FC53A2-1815-4B8E-A4A5-4211651DC886}","3"
"4",477489.1578,4977039.4105,28334,NA,423,NA,NA,NA,NA,"31st","Street","West",NA,NA,NA,"423 31st Street West","Minneapolis",55408,NA,NA,NA,NA,NA,-93.2854,44.9464,NA,"{CC605DD8-9D0B-4538-9351-043BD2800EF3}","3"
"5",476502.352,4976457.6617,28336,NA,1413,NA,NA,NA,NA,"34th","Street","West",NA,NA,NA,"1413 34th Street West","Minneapolis",55408,NA,NA,NA,NA,NA,-93.2978,44.9412,NA,"{54C99B76-0004-4D47-AE1C-ABB5674DE607}","3"
"6",478790.8048,4981652.891,28374,NA,13,NA,NA,NA,NA,"4th","Avenue","North",NA,NA,NA,"13 4th Avenue North","Minneapolis",55401,NA,NA,NA,NA,NA,-93.2691,44.988,NA,"{2D5DE4A4-AC94-4F36-8659-074DDC3FFDA2}","3"
"7",478780.2215,4981587.8563,28376,NA,33,NA,NA,NA,NA,"4th","Avenue","North",NA,NA,NA,"33 4th Avenue North","Minneapolis",55401,NA,NA,NA,NA,NA,-93.2692,44.9874,NA,"{DD9C90DA-821F-404D-BC9A-079EFE5D74D7}","3"
"8",478798.2132,4981580.2363,28382,NA,53,NA,NA,NA,NA,"4th","Avenue","North",NA,NA,NA,"53 4th Avenue North","Minneapolis",55401,NA,NA,NA,NA,NA,-93.269,44.9874,NA,"{093555F9-41F4-45EA-960F-94A388840BD5}","3"
"9",480678.8784,4979381.8367,28413,NA,1913,NA,NA,NA,NA,"6th","Street","South",NA,NA,NA,"1913 6th Street South","Minneapolis",55454,NA,NA,NA,NA,NA,-93.245,44.9676,NA,"{3BAF8F9D-E1EF-4036-974D-5CDCE72E2B26}","3"
"10",479012.6052,4980067.2044,28416,NA,433,NA,NA,NA,NA,"7th","Street","South",NA,NA,NA,"433 7th Street South","Minneapolis",55415,NA,NA,NA,NA,NA,-93.2662,44.9737,NA,"{A8C54D7B-F5B5-4458-9E74-FDDE0465CC5E}","3"
"11",480561.267,4981929.3346,28417,NA,333,NA,NA,NA,NA,"8th","Street","Southeast",NA,NA,NA,"333 8th Street Southeast","Minneapolis",55414,NA,NA,NA,NA,NA,-93.2466,44.9906,NA,"{EB4D7148-B843-4A66-94E5-5ED622E7206A}","3"
"12",479013.4546,4979818.2845,28422,NA,523,NA,NA,NA,NA,"9th","Street","South",NA,NA,NA,"523 9th Street South","Minneapolis",55404,NA,NA,NA,NA,NA,-93.2662,44.9715,NA,"{FC05E181-1AD2-4033-A07E-E75F86914218}","3"
"13",479067.9101,4979790.3656,28425,NA,603,NA,NA,NA,NA,"9th","Street","South",NA,NA,NA,"603 9th Street South","Minneapolis",55404,NA,NA,NA,NA,NA,-93.2655,44.9713,NA,"{23DEB534-9EA4-4D15-B799-5A7337EB40F7}","3"
"14",477173.6088,4976045.511,28442,NA,3603,NA,NA,NA,NA,"Aldrich","Avenue","South",NA,NA,NA,"3603 Aldrich Avenue South","Minneapolis",55409,NA,NA,NA,NA,NA,-93.2893,44.9375,NA,"{5073F727-9398-4DC2-AB73-205D38A9DACF}","3"
"15",477093.4849,4977737.2257,28465,NA,2733,NA,NA,NA,NA,"Bryant","Avenue","South",NA,NA,NA,"2733 Bryant Avenue South","Minneapolis",55408,NA,NA,NA,NA,NA,-93.2904,44.9527,NA,"{557FE66D-F251-462B-A8A1-B2BD4FF9B538}","3"
"16",477068.7127,4975347.5501,28478,NA,3933,NA,NA,NA,NA,"Bryant","Avenue","South",NA,NA,NA,"3933 Bryant Avenue South","Minneapolis",55409,NA,NA,NA,NA,NA,-93.2906,44.9312,NA,"{8B8C88B9-FAD4-47C9-8DA6-BA4E555DBBF5}","3"
"17",481678.0971,4981640.6231,28544,NA,1313,NA,NA,NA,NA,"Como","Avenue","Southeast",NA,NA,NA,"1313 Como Avenue Southeast","Minneapolis",55414,NA,NA,NA,NA,NA,-93.2324,44.988,NA,"{44D77C77-F444-42B0-94CC-A095788ABDD6}","3"
"18",476901.7037,4978983.8213,28552,NA,1913,NA,NA,NA,NA,"Dupont","Avenue","South",NA,NA,NA,"1913 Dupont Avenue South","Minneapolis",55403,NA,NA,NA,NA,NA,-93.2929,44.9639,NA,"{67FCB583-BBAD-408A-9346-08BA0FC160B8}","3"
"19",476682.1706,4976730.6606,28594,NA,3233,NA,NA,NA,NA,"Fremont","Avenue","South",NA,NA,NA,"3233 Fremont Avenue South","Minneapolis",55408,NA,NA,NA,NA,NA,-93.2956,44.9436,NA,"{973F9093-D112-4E8C-B8AC-E4564E73DE93}","3"
"20",476589.0336,4977747.7249,28619,NA,2733,NA,NA,NA,NA,"Girard","Avenue","South",NA,NA,NA,"2733 Girard Avenue South","Minneapolis",55408,NA,NA,NA,NA,NA,-93.2968,44.9528,NA,"{3B3084A2-7F1B-4D03-9456-203B675AFF2C}","3"
"21",476598.1837,4976927.1062,28623,NA,3133,NA,NA,NA,NA,"Girard","Avenue","South",NA,NA,NA,"3133 Girard Avenue South","Minneapolis",55408,NA,NA,NA,NA,NA,-93.2966,44.9454,NA,"{F37AF99C-1540-4572-AB95-DC4143D03EA8}","3"
"22",477584.8865,4976794.2557,28634,NA,3213,NA,NA,NA,NA,"Grand","Avenue","South",NA,NA,NA,"3213 Grand Avenue South","Minneapolis",55408,NA,NA,NA,NA,NA,-93.2841,44.9442,NA,"{5F1F24F8-040A-4867-B06E-5BDEA8C8FE06}","3"
"23",475893.6293,4977135.8434,28727,NA,3033,NA,NA,"East",NA,"Bde Maka Ska","Parkway",NA,NA,NA,NA,"3033 East Bde Maka Ska Parkway","Minneapolis",55408,NA,"Lake Calhoun",NA,NA,NA,-93.3056,44.9473,NA,"{98B5D435-616F-4F73-B2B6-6E5DCE26E676}","3"
"24",474353.3181,4977240.279,28740,NA,3023,NA,NA,NA,NA,"Lake Shore","Drive",NA,NA,NA,NA,"3023 Lake Shore Drive","Minneapolis",55416,NA,NA,NA,NA,NA,-93.3251,44.9481,NA,"{E89D7D85-F357-41E3-8E24-FA381F7918AE}","3"
"25",477292.9998,4977686.7124,28776,NA,2743,NA,NA,NA,NA,"Lyndale","Avenue","South",NA,NA,NA,"2743 Lyndale Avenue South","Minneapolis",55408,NA,NA,NA,NA,NA,-93.2879,44.9523,NA,"{8D116376-5E21-46FA-B199-FD3F1E9BD374}","3"
"26",477688.177,4976163.0873,28829,NA,3533,NA,NA,NA,NA,"Pleasant","Avenue",NA,NA,NA,NA,"3533 Pleasant Avenue","Minneapolis",55408,NA,NA,NA,NA,NA,-93.2828,44.9386,NA,"{10D18935-CB5D-441D-8B7F-4C53E17371DA}","3"
"27",475558.7848,4975138.9038,28845,NA,4033,NA,NA,NA,NA,"Queen","Avenue","South",NA,NA,NA,"4033 Queen Avenue South","Minneapolis",55410,NA,NA,NA,NA,NA,-93.3097,44.9293,NA,"{FF558CF0-5C9B-47DC-A277-DF08C397D25B}","3"
"28",477895.0604,4979893.9527,28886,NA,1303,NA,NA,NA,NA,"Yale","Place",NA,NA,NA,NA,"1303 Yale Place","Minneapolis",55403,NA,NA,NA,NA,NA,-93.2803,44.9721,NA,"{7E7EC588-FE2A-45A1-B9E3-8EA14456A046}","3"
"29",479536.3427,4978820.5932,29703,NA,2003,NA,NA,NA,NA,"10th","Avenue","South",NA,NA,NA,"2003 10th Avenue South","Minneapolis",55404,NA,NA,NA,NA,NA,-93.2595,44.9625,NA,"{5F5D91BA-B131-4BF7-9E8D-D5C55C3587F8}","3"
"30",479371.3243,4980924.1513,29735,NA,333,NA,NA,NA,NA,"1st","Street","South",NA,NA,NA,"333 1st Street South","Minneapolis",55401,NA,NA,NA,NA,NA,-93.2617,44.9815,NA,"{45C847A7-422C-47FF-A2A3-0AE1F4BB685F}","3"
"31",479420.1654,4978024.8583,29756,NA,913,NA,NA,NA,NA,"26th","Street","East",NA,NA,NA,"913 26th Street East","Minneapolis",55404,NA,NA,NA,NA,NA,-93.2609,44.9554,NA,"{4AAB54C7-E16F-46E2-AEB3-E04DDE6BE86C}","3"
"32",481620.5011,4977205.6194,29758,NA,3003,NA,NA,NA,NA,"27th","Avenue","South",NA,NA,NA,"3003 27th Avenue South","Minneapolis",55406,NA,NA,NA,NA,NA,-93.233,44.9481,NA,"{CB24C0D6-8798-41B9-AD5B-44BF44FA654A}","3"
"33",481621.9828,4977101.0559,29759,NA,3033,NA,NA,NA,NA,"27th","Avenue","South",NA,NA,NA,"3033 27th Avenue South","Minneapolis",55406,NA,NA,NA,NA,NA,-93.233,44.9471,NA,"{6E929592-1165-4D70-8E9E-8421A669E325}","3"
"34",482231.2699,4978461.2875,29782,NA,2323,NA,NA,NA,NA,"32nd","Avenue","South",NA,NA,NA,"2323 32nd Avenue South","Minneapolis",55406,NA,NA,NA,NA,NA,-93.2253,44.9594,NA,"{CD3ABF4F-62AF-42F5-B770-805BF0F5A77D}","3"
"35",479101.897,4980602.0802,29799,NA,333,NA,NA,NA,NA,"3rd","Avenue","South",NA,NA,NA,"333 3rd Avenue South","Minneapolis",55415,NA,NA,NA,NA,NA,-93.2651,44.9786,NA,"{B4B11E2A-7F1B-4CED-B815-F71011EB5047}","3"
"36",479399.4861,4980459.9205,29806,NA,533,NA,NA,NA,NA,"3rd","Street","South",NA,NA,NA,"533 3rd Street South","Minneapolis",55415,NA,NA,NA,NA,NA,-93.2613,44.9773,NA,"{6FFECC4C-893E-44C1-937D-78C01D3EBFA2}","3"
"37",478811.3519,4978301.1981,29839,NA,2433,NA,NA,NA,NA,"5th","Avenue","South",NA,NA,NA,"2433 5th Avenue South","Minneapolis",55404,NA,NA,NA,NA,NA,-93.2687,44.9578,NA,"{88113449-F799-4AE6-A6A2-7D43ADD52E5B}","3"
"38",480751.5939,4981206.3084,29865,NA,403,NA,NA,NA,NA,"8th","Avenue","Southeast",NA,NA,NA,"403 8th Avenue Southeast","Minneapolis",55414,NA,NA,NA,NA,NA,-93.2442,44.984,NA,"{0F5EF240-4CB8-4DFA-AB1E-6DEA206C901D}","3"
"39",478119.9431,4980523.5837,29869,NA,33,NA,NA,NA,NA,"9th","Street","North",NA,NA,NA,"33 9th Street North","Minneapolis",55403,NA,NA,NA,NA,NA,-93.2775,44.9778,NA,"{0C7E56F8-1BE1-40BD-BC24-8618B1320149}","3"
"40",480511.2909,4973831.5517,29895,NA,4703,NA,NA,NA,NA,"Cedar","Avenue","South",NA,NA,NA,"4703 Cedar Avenue South","Minneapolis",55407,NA,NA,NA,NA,NA,-93.2469,44.9177,NA,"{1655F8D7-04BD-4531-AA81-6495761DA0D2}","3"
"41",478019.7951,4972310.0956,29919,NA,3,NA,NA,NA,NA,"Diamond Lake","Road","West",NA,NA,NA,"3 Diamond Lake Road West","Minneapolis",55419,NA,NA,NA,NA,NA,-93.2784,44.9039,NA,"{62ACF4BA-EDE6-4819-9A25-5B57AA386D47}","3"
"42",476757.591,4981401.7248,29927,NA,703,NA,NA,NA,NA,"Emerson","Avenue","North",NA,NA,NA,"703 Emerson Avenue North","Minneapolis",55411,NA,NA,NA,NA,NA,-93.2948,44.9857,NA,"{32EF846A-B180-41F6-93C9-C9B1DFA90641}","3"
"43",481215.9128,4978812.9089,29938,NA,2323,NA,NA,NA,NA,"Franklin","Avenue","East",NA,NA,NA,"2323 Franklin Avenue East","Minneapolis",55406,NA,NA,NA,NA,NA,-93.2382,44.9625,NA,"{A277F062-22D1-4F84-B600-2C3C5A6D50B5}","3"
"44",479769.7414,4981653.7164,29977,NA,233,NA,NA,NA,NA,"Hennepin","Avenue","East",NA,NA,NA,"233 Hennepin Avenue East","Minneapolis",55414,NA,NA,NA,NA,NA,-93.2566,44.988,NA,"{555F41BD-B0B1-4509-9B73-0C5AFE523F99}","3"
"45",481344.9618,4983870.3354,29990,NA,1903,NA,NA,NA,NA,"Johnson","Street","Northeast",NA,NA,NA,"1903 Johnson Street Northeast","Minneapolis",55418,NA,NA,NA,NA,NA,-93.2367,45.008,NA,"{BA83C7C3-F085-4C45-ACEE-9C60F4DEA6FE}","3"
"46",482868.0989,4981181.8987,29993,NA,763,NA,NA,NA,NA,"Kasota","Avenue",NA,NA,NA,NA,"763 Kasota Avenue","Minneapolis",55414,NA,NA,NA,NA,NA,-93.2173,44.9839,NA,"{0DCD6612-EA79-42E3-80FC-030E74E4E8EF}","3"
"47",482361.1985,4977221.8786,30015,NA,3333,NA,NA,NA,NA,"Lake","Street","East",NA,NA,NA,"3333 Lake Street East","Minneapolis",55406,NA,NA,NA,NA,NA,-93.2236,44.9482,NA,"{DBB9AFC0-5B07-449F-97E3-247798F33F89}","3"
"48",475764.0145,4984447.6829,30031,NA,2143,NA,NA,NA,NA,"Lowry","Avenue","North",NA,NA,NA,"2143 Lowry Avenue North","Minneapolis",55411,NA,NA,NA,NA,NA,-93.3076,45.0131,NA,"{86DDD724-809C-4DAC-965D-21226E89EF70}","3"
"49",479632.9602,4981440.6827,30045,NA,43,NA,NA,NA,NA,"Main","Street","Southeast",NA,NA,NA,"43 Main Street Southeast","Minneapolis",55414,NA,NA,NA,NA,NA,-93.2584,44.9861,NA,"{C3733012-8DBA-476F-BEFA-405A2BF83F6E}","3"
"50",478126.5623,4977186.7803,30072,NA,3003,NA,NA,NA,NA,"Nicollet","Avenue",NA,NA,NA,NA,"3003 Nicollet Avenue","Minneapolis",55408,NA,NA,NA,NA,NA,-93.2773,44.9476,NA,"{8E1EB881-FA8F-4A21-AF7D-7F62D9E6CC71}","3"
"51",478127.5627,4977143.1902,30074,NA,3023,NA,NA,NA,NA,"Nicollet","Avenue",NA,NA,NA,NA,"3023 Nicollet Avenue","Minneapolis",55408,NA,NA,NA,NA,NA,-93.2772,44.9471,NA,"{AD18F83A-890B-4AD8-9C12-0A63CBDE105D}","3"
"52",475710.4633,4978801.976,30109,NA,2013,NA,NA,NA,NA,"Penn","Avenue","South",NA,NA,NA,"2013 Penn Avenue South","Minneapolis",55405,NA,NA,NA,NA,NA,-93.308,44.9622,NA,"{9C07F7FF-E2B2-499E-B654-3E26FFD30F8A}","3"
"53",476573.4879,4982070.9545,30113,NA,1313,NA,NA,NA,NA,"Plymouth","Avenue","North",NA,NA,NA,"1313 Plymouth Avenue North","Minneapolis",55411,NA,NA,NA,NA,NA,-93.2972,44.9917,NA,"{6688CE26-97A3-4007-8DDA-42CD54E1A87B}","3"
"54",482351.653,4982172.844,30130,NA,333,NA,NA,NA,NA,"Taft","Street","Northeast",NA,NA,NA,"333 Taft Street Northeast","Minneapolis",55413,NA,NA,NA,NA,NA,-93.2239,44.9928,NA,"{276266B2-C7F1-4089-B18D-DDB5612E43FB}","3"
"55",479819.2987,4981628.9811,30140,NA,23,NA,NA,NA,NA,"University","Avenue","Southeast",NA,NA,NA,"23 University Avenue Southeast","Minneapolis",55414,NA,NA,NA,NA,NA,-93.256,44.9878,NA,"{D603A43C-D470-40F4-A95B-BA13A386633C}","3"
"56",483457.9055,4979530.3387,30141,NA,3333,NA,NA,NA,NA,"University","Avenue","Southeast",NA,NA,NA,"3333 University Avenue Southeast","Minneapolis",55414,NA,NA,NA,NA,NA,-93.2098,44.969,NA,"{EF3550B6-1D15-42DB-A076-0AC8E5F826A5}","3"
"57",480004.623,4980247.1711,30148,NA,1023,NA,NA,NA,NA,"Washington","Avenue","South",NA,NA,NA,"1023 Washington Avenue South","Minneapolis",55415,NA,NA,NA,NA,NA,-93.2536,44.9754,NA,"{1A211CD9-45B4-4E5B-9310-09C6D514D5E8}","3"
"58",475235.2799,4983934.0512,30159,NA,2623,NA,NA,NA,NA,"West Broadway",NA,NA,NA,NA,NA,"2623 West Broadway","Minneapolis",55411,NA,NA,NA,NA,NA,-93.3143,45.0084,NA,"{8EF43DC4-7469-4EC5-B933-199C20F0377D}","3"
"59",483225.975,4979711.9174,31504,176358,3033,NA,NA,NA,NA,"University","Avenue","Southeast",NA,NA,NA,"3033 University Avenue Southeast","Minneapolis",55414,NA,NA,NA,0,"Centroid",-93.21271904,44.97064986,"3002923130110","{8B204E99-2654-42FB-8E00-62610E9A4B7E}","3"
"60",479811.6861,4977516.9944,31540,215320,2833,NA,NA,NA,NA,"13th","Avenue","South",NA,NA,NA,"2833 13th Avenue South","Minneapolis",55407,NA,NA,NA,0,"Centroid",-93.2559,44.9508,"3502924430248","{BD1B7DA0-23B3-4450-B553-885013CFBEAE}","3"
"61",480541.1988,4978682.658,31550,184444,2113,NA,NA,NA,NA,"Cedar","Avenue","South",NA,NA,NA,"2113 Cedar Avenue South","Minneapolis",55404,NA,NA,NA,0,"Centroid",-93.2467,44.9613,"3602924220122","{B16A68EF-2CCE-4A00-8610-A000207A9A53}","3"
"62",480216.2003,4977916.6639,31588,198926,2633,NA,NA,NA,NA,"16th","Avenue","South",NA,NA,NA,"2633 16th Avenue South","Minneapolis",55407,NA,NA,NA,0,"Centroid",-93.2508,44.9544,"3502924410300","{B4F84C4A-7FA7-4ED3-A9A1-3F92A7BE7FDC}","3"
"63",478108.9062,4978966.7524,31964,8248,1903,NA,NA,NA,NA,"Nicollet","Avenue",NA,NA,NA,NA,"1903 Nicollet Avenue","Minneapolis",55403,NA,NA,NA,0,"Centroid",-93.27743954,44.96374484,"2702924430326","{5ABC200E-2BA5-4CC9-8868-FDE0FC1C46E7}","3"
"64",480204.8666,4980453.7046,32104,9819,1103,NA,NA,"West",NA,"River","Parkway",NA,NA,NA,NA,"1103 West River Parkway","Minneapolis",55415,NA,NA,NA,0,"Centroid",-93.25105425,44.97725192,"2302924440026","{0A6CE7BD-7C0A-4D97-8034-8C9F44BEEA61}","3"
"65",474981.493,4974841.6085,32395,124415,4203,NA,NA,NA,NA,"Washburn","Avenue","South",NA,NA,NA,"4203 Washburn Avenue South","Minneapolis",55410,NA,NA,NA,0,"Centroid",-93.31702468,44.92656775,"0802824420338","{E15D8A0F-BE5B-40B7-829A-45EC91F007BC}","3"
"66",475374.554,4982536.8845,32422,358777,1623,NA,NA,NA,NA,"Sheridan","Avenue","North",NA,NA,NA,"1623 Sheridan Avenue North","Minneapolis",55411,NA,NA,NA,0,"Centroid",-93.3124,44.9959,"1702924410150","{5F193FD5-4A9E-48E9-B627-9E0E21B72876}","3"
"67",475073.0427,4982602.5726,32447,380206,1643,NA,NA,NA,NA,"Vincent","Avenue","North",NA,NA,NA,"1643 Vincent Avenue North","Minneapolis",55411,NA,NA,NA,0,"Centroid",-93.3163,44.9964,"1702924420108","{CAD105C5-6EC3-4DAB-9C0E-797A165AF260}","3"
"68",480835.3374,4982511.5926,32450,331192,623,NA,NA,NA,NA,"Taylor","Street","Northeast",NA,NA,NA,"623 Taylor Street Northeast","Minneapolis",55413,NA,NA,NA,0,"Centroid",-93.24314503,44.99579299,"1302924320163","{AA04C87A-3A45-4605-B22F-6D365D4DFF2A}","3"
"69",479306.6345,4975386.4228,32463,331495,3923,NA,NA,NA,NA,"Chicago","Avenue",NA,NA,NA,NA,"3923 Chicago Avenue","Minneapolis",55407,NA,NA,NA,0,"Centroid",-93.2623,44.9316,"1102824210130","{9B2E3E21-2282-425A-A388-1CCFA4DFE237}","3"
"70",475374.7576,4982597.6325,32472,425504,1643,NA,NA,NA,NA,"Sheridan","Avenue","North",NA,NA,NA,"1643 Sheridan Avenue North","Minneapolis",55411,NA,NA,NA,0,"Centroid",-93.3124,44.9964,"1702924410145","{89FB0919-1BCA-406E-B1D2-D195177A1BF6}","3"
"71",475174.0231,4982549.9854,32488,405602,1623,NA,NA,NA,NA,"Upton","Avenue","North",NA,NA,NA,"1623 Upton Avenue North","Minneapolis",55411,NA,NA,NA,0,"Centroid",-93.315,44.996,"1702924420087","{C6C1F97C-F3C5-4D35-BAB0-398BF6EF4B74}","3"
"72",475475.9529,4982634.025,32494,405740,1653,NA,NA,NA,NA,"Russell","Avenue","North",NA,NA,NA,"1653 Russell Avenue North","Minneapolis",55411,NA,NA,NA,0,"Centroid",-93.3111,44.9967,"1702924410086","{CBB2EC32-8051-4605-9B01-CE8CC1A20AED}","3"
"73",475273.9791,4982599.6738,32495,397517,1643,NA,NA,NA,NA,"Thomas","Avenue","North",NA,NA,NA,"1643 Thomas Avenue North","Minneapolis",55411,NA,NA,NA,0,"Centroid",-93.3137,44.9964,"1702924420030","{ADFB6A7B-2D77-4BDE-BBAA-CB922F36011E}","3"
"74",474971.0071,4982603.3235,32505,358320,1643,NA,NA,NA,NA,"Washburn","Avenue","North",NA,NA,NA,"1643 Washburn Avenue North","Minneapolis",55411,NA,NA,NA,0,"Centroid",-93.3176,44.9964,"1702924420138","{F8868887-FB17-479B-84DE-7FD170D263A6}","3"
"75",475072.7205,4982542.0709,32516,437613,1623,NA,NA,NA,NA,"Vincent","Avenue","North",NA,NA,NA,"1623 Vincent Avenue North","Minneapolis",55411,NA,NA,NA,0,"Centroid",-93.3163,44.9959,"1702924420113","{7CCD46B0-3530-481F-8AD1-15387FC9CC24}","3"
"76",475475.8244,4982597.4661,32517,403619,1643,NA,NA,NA,NA,"Russell","Avenue","North",NA,NA,NA,"1643 Russell Avenue North","Minneapolis",55411,NA,NA,NA,0,"Centroid",-93.3111,44.9964,"1702924410089","{0D8D3ABA-C9D2-42A3-8F8B-7BB4500720A3}","3"
"77",474760.4213,4973766.0109,32531,396335,4733,NA,NA,NA,NA,"York","Avenue","South",NA,NA,NA,"4733 York Avenue South","Minneapolis",55410,NA,NA,NA,0,"Centroid",-93.31977196,44.91683432,"1702824210186","{341BEB73-5E87-4BEE-BB4C-54B423D2B300}","3"
"78",474970.5873,4982542.9753,32533,356779,1623,NA,NA,NA,NA,"Washburn","Avenue","North",NA,NA,NA,"1623 Washburn Avenue North","Minneapolis",55411,NA,NA,NA,0,"Centroid",-93.3176,44.9959,"1702924420143","{EE7814CD-FBEA-4A04-82BC-AB1227D2D2E8}","3"
"79",475374.3483,4982475.6025,32592,406301,1603,NA,NA,NA,NA,"Sheridan","Avenue","North",NA,NA,NA,"1603 Sheridan Avenue North","Minneapolis",55411,NA,NA,NA,0,"Centroid",-93.3124,44.9953,"1702924410155","{E02682D2-6FA8-48B2-AE6A-57811AFCE0E0}","3"
"80",475273.7746,4982539.0174,32615,438740,1623,NA,NA,NA,NA,"Thomas","Avenue","North",NA,NA,NA,"1623 Thomas Avenue North","Minneapolis",55411,NA,NA,NA,0,"Centroid",-93.3137,44.9959,"1702924420035","{AD13AD2F-34F2-4ECF-BA57-EAE8B63B47AC}","3"
"81",475174.4012,4982620.4336,32635,379069,1643,NA,NA,NA,NA,"Upton","Avenue","North",NA,NA,NA,"1643 Upton Avenue North","Minneapolis",55411,NA,NA,NA,0,"Centroid",-93.315,44.9966,"1702924420082","{AFCB527D-6308-49FA-BDDB-808BCC0861F4}","3"
"82",480107.7575,4978005.2717,34168,531922,2603,"1/2",NA,NA,NA,"Bloomington","Avenue",NA,NA,NA,NA,"2603 1/2 Bloomington Avenue","Minneapolis",55407,NA,NA,NA,0,"Centroid",-93.2522,44.9552,"3502924410053","{9795323D-1247-4417-AA4D-0E4F9D94BA6D}","3"
"83",480107.2951,4977983.3079,34171,531925,2613,NA,NA,NA,NA,"Bloomington","Avenue",NA,NA,NA,NA,"2613 Bloomington Avenue","Minneapolis",55407,NA,NA,NA,0,"Centroid",-93.2522,44.955,"3502924410053","{554582DB-F23F-44AB-8613-6D834EF78446}","3"
"84",478645.1904,4977223.9442,34319,532075,343,NA,NA,NA,NA,"Lake","Street","East",NA,NA,NA,"343 Lake Street East","Minneapolis",55408,NA,NA,NA,0,"Centroid",-93.27069995,44.94812981,"0302824110227","{3871D976-C71A-4B65-8D5B-41EF8A14A1B2}","3"
"85",479553.5579,4980517.3525,34342,532110,623,NA,NA,NA,NA,"Washington","Avenue","South",NA,NA,NA,"623 Washington Avenue South","Minneapolis",55415,NA,NA,NA,0,"Centroid",-93.2593,44.9778,"2302924340727","{6D02143A-2140-4713-83E2-A18D4531B782}","3"
"86",479652.0055,4980445.3807,34345,532113,713,NA,NA,NA,NA,"Washington","Avenue","South",NA,NA,NA,"713 Washington Avenue South","Minneapolis",55415,NA,NA,NA,0,"Centroid",-93.2581,44.9772,"2602924210173","{F08295C3-F42C-4244-BF09-9280E6E6E16B}","3"
"87",476959.6184,4978834.2503,34347,532115,1003,NA,NA,NA,NA,"Franklin","Avenue","West",NA,NA,NA,"1003 Franklin Avenue West","Minneapolis",55405,NA,NA,NA,0,"Centroid",-93.2922,44.9626,"3302924110001","{A370BF76-8263-4707-8BAB-C8BD668BC640}","3"
"88",474760.8443,4973804.0629,34380,532148,4723,NA,NA,NA,NA,"York","Avenue","South",NA,NA,NA,"4723 York Avenue South","Minneapolis",55410,NA,NA,NA,0,"Centroid",-93.3198,44.9172,"1702824210200","{B64D7957-2660-4622-9304-BBF35FB77742}","3"
"89",477970.7232,4980188.7233,34434,532205,1113,NA,NA,NA,NA,"Hennepin","Avenue",NA,NA,NA,NA,"1113 Hennepin Avenue","Minneapolis",55403,NA,NA,NA,0,"Centroid",-93.2794,44.9748,"2702924210012","{D7FC39C2-3E8C-44BB-BCB4-E6AC9189330D}","3"
"90",478618.9524,4977224.5035,34649,532422,333,NA,NA,NA,NA,"Lake","Street","East",NA,NA,NA,"333 Lake Street East","Minneapolis",55408,NA,NA,NA,0,"Centroid",-93.27103601,44.94813405,"0302824110227","{C448ED9B-1D2F-46B4-92FA-32047CE8DFE5}","3"
"91",478228.3096,4981537.017,34713,532486,603,NA,NA,NA,NA,"Washington","Avenue","North",NA,NA,NA,"603 Washington Avenue North","Minneapolis",55401,NA,NA,NA,0,"Door",-93.27617414,44.98694289,"2202924130043","{6FEFD01E-3814-4848-BCA9-2F1DB58A91CF}","3"
"92",476511.6203,4977474.8156,34814,532597,1413,NA,NA,NA,NA,"Midtown","Greenway","West",NA,NA,NA,"1413 Midtown Greenway West","Minneapolis",55408,NA,NA,NA,0,"Centroid",-93.29794706,44.95024803,"Pending","{3FF7515A-5E4D-4C3D-930F-E3FF714BCBE4}","3"
"93",479147.6277,4980678.9794,34861,532646,253,NA,NA,NA,NA,"3rd","Avenue","South",NA,NA,NA,"253 3rd Avenue South","Minneapolis",55415,NA,NA,NA,0,"Structure",-93.2645,44.9793,"2302924330896","{97686C36-F16D-4E0F-B245-E56F2F7573CC}","3"
"94",479655.6465,4979447.8758,34871,532657,1423,NA,NA,NA,NA,"11th","Avenue","South",NA,NA,NA,"1423 11th Avenue South","Minneapolis",55404,NA,NA,NA,0,"Door",-93.258,44.9682,"2602924310131","{8F952A30-0C72-4A74-BB9E-5A43538DA410}","3"
