"","GEOID","NAME","variable","estimate","moe"
"294","270530236001","Block Group 1; Census Tract 236; Hennepin County; Minnesota","median_income",250001,NA
"295","270530236002","Block Group 2; Census Tract 236; Hennepin County; Minnesota","median_income",250001,NA
"296","270530236003","Block Group 3; Census Tract 236; Hennepin County; Minnesota","median_income",250001,NA
"297","270530237001","Block Group 1; Census Tract 237; Hennepin County; Minnesota","median_income",186563,73618
"298","270530237002","Block Group 2; Census Tract 237; Hennepin County; Minnesota","median_income",212642,30910
"299","270530237003","Block Group 3; Census Tract 237; Hennepin County; Minnesota","median_income",176848,71170
"300","270530237004","Block Group 4; Census Tract 237; Hennepin County; Minnesota","median_income",203875,97772
"301","270530238011","Block Group 1; Census Tract 238.01; Hennepin County; Minnesota","median_income",195938,111438
"302","270530238012","Block Group 2; Census Tract 238.01; Hennepin County; Minnesota","median_income",167955,76626
"303","270530238013","Block Group 3; Census Tract 238.01; Hennepin County; Minnesota","median_income",86985,12964
"304","270530238014","Block Group 4; Census Tract 238.01; Hennepin County; Minnesota","median_income",195714,121059
"305","270530238015","Block Group 5; Census Tract 238.01; Hennepin County; Minnesota","median_income",250001,NA
"306","270530238021","Block Group 1; Census Tract 238.02; Hennepin County; Minnesota","median_income",203194,86272
"307","270530238022","Block Group 2; Census Tract 238.02; Hennepin County; Minnesota","median_income",146875,50848
"308","270530238023","Block Group 3; Census Tract 238.02; Hennepin County; Minnesota","median_income",250001,NA
"309","270530239011","Block Group 1; Census Tract 239.01; Hennepin County; Minnesota","median_income",181944,91044
"310","270530239012","Block Group 2; Census Tract 239.01; Hennepin County; Minnesota","median_income",174531,27909
"311","270530239013","Block Group 3; Census Tract 239.01; Hennepin County; Minnesota","median_income",173708,50517
"312","270530239014","Block Group 4; Census Tract 239.01; Hennepin County; Minnesota","median_income",160234,89580
"313","270530239021","Block Group 1; Census Tract 239.02; Hennepin County; Minnesota","median_income",230500,79969
"314","270530239022","Block Group 2; Census Tract 239.02; Hennepin County; Minnesota","median_income",243333,67166
"315","270530239031","Block Group 1; Census Tract 239.03; Hennepin County; Minnesota","median_income",247628,83922
"316","270530239032","Block Group 2; Census Tract 239.03; Hennepin County; Minnesota","median_income",140938,68446
"317","270530239033","Block Group 3; Census Tract 239.03; Hennepin County; Minnesota","median_income",94750,28061
"318","270530240031","Block Group 1; Census Tract 240.03; Hennepin County; Minnesota","median_income",NA,NA
"319","270530240032","Block Group 2; Census Tract 240.03; Hennepin County; Minnesota","median_income",78816,24484
"320","270530240033","Block Group 3; Census Tract 240.03; Hennepin County; Minnesota","median_income",NA,NA
"321","270530240041","Block Group 1; Census Tract 240.04; Hennepin County; Minnesota","median_income",64583,11781
"322","270530240042","Block Group 2; Census Tract 240.04; Hennepin County; Minnesota","median_income",37939,17446
"323","270530240043","Block Group 3; Census Tract 240.04; Hennepin County; Minnesota","median_income",61236,6461
"324","270530240051","Block Group 1; Census Tract 240.05; Hennepin County; Minnesota","median_income",75197,28071
"325","270530240052","Block Group 2; Census Tract 240.05; Hennepin County; Minnesota","median_income",45192,2895
"326","270530240061","Block Group 1; Census Tract 240.06; Hennepin County; Minnesota","median_income",210625,55442
"327","270530240062","Block Group 2; Census Tract 240.06; Hennepin County; Minnesota","median_income",118125,30535
"328","270530241001","Block Group 1; Census Tract 241; Hennepin County; Minnesota","median_income",90997,10007
"329","270530241002","Block Group 2; Census Tract 241; Hennepin County; Minnesota","median_income",75767,20406
"330","270530241003","Block Group 3; Census Tract 241; Hennepin County; Minnesota","median_income",98083,30379
"331","270530241004","Block Group 4; Census Tract 241; Hennepin County; Minnesota","median_income",97832,26801
"332","270530242001","Block Group 1; Census Tract 242; Hennepin County; Minnesota","median_income",130903,19802
"333","270530242002","Block Group 2; Census Tract 242; Hennepin County; Minnesota","median_income",124271,16356
"334","270530243001","Block Group 1; Census Tract 243; Hennepin County; Minnesota","median_income",75263,19317
"335","270530243002","Block Group 2; Census Tract 243; Hennepin County; Minnesota","median_income",66250,15433
"336","270530243003","Block Group 3; Census Tract 243; Hennepin County; Minnesota","median_income",100204,33555
"337","270530244001","Block Group 1; Census Tract 244; Hennepin County; Minnesota","median_income",85061,44063
"338","270530244002","Block Group 2; Census Tract 244; Hennepin County; Minnesota","median_income",59095,25199
"339","270530244003","Block Group 3; Census Tract 244; Hennepin County; Minnesota","median_income",65505,7580
"340","270530245001","Block Group 1; Census Tract 245; Hennepin County; Minnesota","median_income",90833,19798
"341","270530245002","Block Group 2; Census Tract 245; Hennepin County; Minnesota","median_income",108646,24741
"342","270530245003","Block Group 3; Census Tract 245; Hennepin County; Minnesota","median_income",98523,29728
"343","270530246001","Block Group 1; Census Tract 246; Hennepin County; Minnesota","median_income",80987,6474
"344","270530246002","Block Group 2; Census Tract 246; Hennepin County; Minnesota","median_income",69138,26854
"345","270530246003","Block Group 3; Census Tract 246; Hennepin County; Minnesota","median_income",NA,NA
"346","270530246004","Block Group 4; Census Tract 246; Hennepin County; Minnesota","median_income",93828,26432
"347","270530247001","Block Group 1; Census Tract 247; Hennepin County; Minnesota","median_income",104625,32829
"348","270530247002","Block Group 2; Census Tract 247; Hennepin County; Minnesota","median_income",111094,30004
"349","270530247003","Block Group 3; Census Tract 247; Hennepin County; Minnesota","median_income",113833,45409
"350","270530247004","Block Group 4; Census Tract 247; Hennepin County; Minnesota","median_income",80000,22384
"351","270530248011","Block Group 1; Census Tract 248.01; Hennepin County; Minnesota","median_income",98333,50409
"352","270530248012","Block Group 2; Census Tract 248.01; Hennepin County; Minnesota","median_income",70391,18111
"353","270530248021","Block Group 1; Census Tract 248.02; Hennepin County; Minnesota","median_income",108063,36366
"354","270530248022","Block Group 2; Census Tract 248.02; Hennepin County; Minnesota","median_income",27937,4536
"355","270530248023","Block Group 3; Census Tract 248.02; Hennepin County; Minnesota","median_income",69097,26892
"356","270530249031","Block Group 1; Census Tract 249.03; Hennepin County; Minnesota","median_income",68750,18293
"357","270530249032","Block Group 2; Census Tract 249.03; Hennepin County; Minnesota","median_income",93375,35136
"358","270530249041","Block Group 1; Census Tract 249.04; Hennepin County; Minnesota","median_income",70461,18073
"359","270530249042","Block Group 2; Census Tract 249.04; Hennepin County; Minnesota","median_income",85680,23161
"360","270530249043","Block Group 3; Census Tract 249.04; Hennepin County; Minnesota","median_income",90859,29576
"361","270530251001","Block Group 1; Census Tract 251; Hennepin County; Minnesota","median_income",NA,NA
"362","270530251002","Block Group 2; Census Tract 251; Hennepin County; Minnesota","median_income",NA,NA
"363","270530251003","Block Group 3; Census Tract 251; Hennepin County; Minnesota","median_income",49524,6934
"364","270530251004","Block Group 4; Census Tract 251; Hennepin County; Minnesota","median_income",84824,20099
"365","270530252011","Block Group 1; Census Tract 252.01; Hennepin County; Minnesota","median_income",90045,25382
"366","270530252012","Block Group 2; Census Tract 252.01; Hennepin County; Minnesota","median_income",NA,NA
"367","270530252013","Block Group 3; Census Tract 252.01; Hennepin County; Minnesota","median_income",NA,NA
"368","270530252014","Block Group 4; Census Tract 252.01; Hennepin County; Minnesota","median_income",121324,49114
"369","270530252015","Block Group 5; Census Tract 252.01; Hennepin County; Minnesota","median_income",56920,4720
"370","270530252016","Block Group 6; Census Tract 252.01; Hennepin County; Minnesota","median_income",NA,NA
"371","270530252051","Block Group 1; Census Tract 252.05; Hennepin County; Minnesota","median_income",66516,5577
"372","270530252052","Block Group 2; Census Tract 252.05; Hennepin County; Minnesota","median_income",137983,45231
"373","270530252053","Block Group 3; Census Tract 252.05; Hennepin County; Minnesota","median_income",90168,7041
"374","270530252054","Block Group 4; Census Tract 252.05; Hennepin County; Minnesota","median_income",75208,28765
"375","270530252055","Block Group 5; Census Tract 252.05; Hennepin County; Minnesota","median_income",84076,35518
"376","270530253011","Block Group 1; Census Tract 253.01; Hennepin County; Minnesota","median_income",97639,27810
"377","270530253012","Block Group 2; Census Tract 253.01; Hennepin County; Minnesota","median_income",60523,6043
"378","270530253013","Block Group 3; Census Tract 253.01; Hennepin County; Minnesota","median_income",115694,39887
"379","270530253021","Block Group 1; Census Tract 253.02; Hennepin County; Minnesota","median_income",78173,21923
"380","270530253022","Block Group 2; Census Tract 253.02; Hennepin County; Minnesota","median_income",55781,37167
"381","270530253023","Block Group 3; Census Tract 253.02; Hennepin County; Minnesota","median_income",46217,15105
"382","270530253024","Block Group 4; Census Tract 253.02; Hennepin County; Minnesota","median_income",NA,NA
"383","270530254011","Block Group 1; Census Tract 254.01; Hennepin County; Minnesota","median_income",67845,26667
"384","270530254012","Block Group 2; Census Tract 254.01; Hennepin County; Minnesota","median_income",82917,12692
"385","270530254013","Block Group 3; Census Tract 254.01; Hennepin County; Minnesota","median_income",NA,NA
"386","270530254014","Block Group 4; Census Tract 254.01; Hennepin County; Minnesota","median_income",123125,29781
"387","270530254031","Block Group 1; Census Tract 254.03; Hennepin County; Minnesota","median_income",83750,29807
"388","270530254032","Block Group 2; Census Tract 254.03; Hennepin County; Minnesota","median_income",44898,27522
"389","270530254033","Block Group 3; Census Tract 254.03; Hennepin County; Minnesota","median_income",56691,17938
"390","270530254034","Block Group 4; Census Tract 254.03; Hennepin County; Minnesota","median_income",55320,13570
"391","270530256011","Block Group 1; Census Tract 256.01; Hennepin County; Minnesota","median_income",117031,50248
"392","270530256012","Block Group 2; Census Tract 256.01; Hennepin County; Minnesota","median_income",NA,NA
"393","270530256013","Block Group 3; Census Tract 256.01; Hennepin County; Minnesota","median_income",89688,28184
"394","270530256031","Block Group 1; Census Tract 256.03; Hennepin County; Minnesota","median_income",112847,10370
"395","270530256032","Block Group 2; Census Tract 256.03; Hennepin County; Minnesota","median_income",91818,26388
"396","270530256033","Block Group 3; Census Tract 256.03; Hennepin County; Minnesota","median_income",122991,32581
"397","270530256034","Block Group 4; Census Tract 256.03; Hennepin County; Minnesota","median_income",86845,86178
"398","270530256051","Block Group 1; Census Tract 256.05; Hennepin County; Minnesota","median_income",71795,14552
"399","270530256052","Block Group 2; Census Tract 256.05; Hennepin County; Minnesota","median_income",107500,34057
"400","270530256053","Block Group 3; Census Tract 256.05; Hennepin County; Minnesota","median_income",80625,30637
"401","270530257021","Block Group 1; Census Tract 257.02; Hennepin County; Minnesota","median_income",124667,110709
"402","270530257022","Block Group 2; Census Tract 257.02; Hennepin County; Minnesota","median_income",153452,66288
"403","270530257023","Block Group 3; Census Tract 257.02; Hennepin County; Minnesota","median_income",105625,29975
"404","270530257024","Block Group 4; Census Tract 257.02; Hennepin County; Minnesota","median_income",49444,10367
"405","270530257025","Block Group 5; Census Tract 257.02; Hennepin County; Minnesota","median_income",129228,7799
"406","270530257026","Block Group 6; Census Tract 257.02; Hennepin County; Minnesota","median_income",130987,55915
"407","270530257031","Block Group 1; Census Tract 257.03; Hennepin County; Minnesota","median_income",92578,38813
"408","270530257032","Block Group 2; Census Tract 257.03; Hennepin County; Minnesota","median_income",94464,49548
"409","270530257041","Block Group 1; Census Tract 257.04; Hennepin County; Minnesota","median_income",86923,60534
"410","270530257042","Block Group 2; Census Tract 257.04; Hennepin County; Minnesota","median_income",113200,47364
"411","270530257043","Block Group 3; Census Tract 257.04; Hennepin County; Minnesota","median_income",85676,33929
"412","270530257044","Block Group 4; Census Tract 257.04; Hennepin County; Minnesota","median_income",87176,31106
"413","270530258011","Block Group 1; Census Tract 258.01; Hennepin County; Minnesota","median_income",68250,25854
"414","270530258012","Block Group 2; Census Tract 258.01; Hennepin County; Minnesota","median_income",133750,51713
"415","270530258013","Block Group 3; Census Tract 258.01; Hennepin County; Minnesota","median_income",81488,32935
"416","270530258021","Block Group 1; Census Tract 258.02; Hennepin County; Minnesota","median_income",120114,9813
"417","270530258022","Block Group 2; Census Tract 258.02; Hennepin County; Minnesota","median_income",117500,20773
"418","270530258031","Block Group 1; Census Tract 258.03; Hennepin County; Minnesota","median_income",89625,36073
"419","270530258032","Block Group 2; Census Tract 258.03; Hennepin County; Minnesota","median_income",95750,22632
"420","270530258033","Block Group 3; Census Tract 258.03; Hennepin County; Minnesota","median_income",81019,27172
"421","270530258051","Block Group 1; Census Tract 258.05; Hennepin County; Minnesota","median_income",123772,7093
"422","270530258052","Block Group 2; Census Tract 258.05; Hennepin County; Minnesota","median_income",96400,23307
"423","270530258053","Block Group 3; Census Tract 258.05; Hennepin County; Minnesota","median_income",131208,18465
"424","270530259051","Block Group 1; Census Tract 259.05; Hennepin County; Minnesota","median_income",100875,26746
"425","270530259052","Block Group 2; Census Tract 259.05; Hennepin County; Minnesota","median_income",127984,31976
"426","270530259053","Block Group 3; Census Tract 259.05; Hennepin County; Minnesota","median_income",141146,52383
"427","270530259061","Block Group 1; Census Tract 259.06; Hennepin County; Minnesota","median_income",89267,23427
"428","270530259062","Block Group 2; Census Tract 259.06; Hennepin County; Minnesota","median_income",76200,9053
"429","270530259063","Block Group 3; Census Tract 259.06; Hennepin County; Minnesota","median_income",232702,28424
"430","270530259064","Block Group 4; Census Tract 259.06; Hennepin County; Minnesota","median_income",71713,28651
"431","270530259065","Block Group 5; Census Tract 259.06; Hennepin County; Minnesota","median_income",76918,17403
"432","270530259071","Block Group 1; Census Tract 259.07; Hennepin County; Minnesota","median_income",74858,15146
"433","270530259072","Block Group 2; Census Tract 259.07; Hennepin County; Minnesota","median_income",69091,15708
"434","270530259073","Block Group 3; Census Tract 259.07; Hennepin County; Minnesota","median_income",127717,27207
"435","270530259081","Block Group 1; Census Tract 259.08; Hennepin County; Minnesota","median_income",NA,NA
"436","270530259082","Block Group 2; Census Tract 259.08; Hennepin County; Minnesota","median_income",147512,22278
"437","270530259083","Block Group 3; Census Tract 259.08; Hennepin County; Minnesota","median_income",91163,11646
"438","270530259084","Block Group 4; Census Tract 259.08; Hennepin County; Minnesota","median_income",115938,16141
"439","270530259091","Block Group 1; Census Tract 259.09; Hennepin County; Minnesota","median_income",75703,31410
"440","270530259092","Block Group 2; Census Tract 259.09; Hennepin County; Minnesota","median_income",158333,73582
"441","270530259093","Block Group 3; Census Tract 259.09; Hennepin County; Minnesota","median_income",121900,46170
"442","270530260051","Block Group 1; Census Tract 260.05; Hennepin County; Minnesota","median_income",112083,25666
"443","270530260052","Block Group 2; Census Tract 260.05; Hennepin County; Minnesota","median_income",115170,19500
"444","270530260053","Block Group 3; Census Tract 260.05; Hennepin County; Minnesota","median_income",68393,47941
"445","270530260054","Block Group 4; Census Tract 260.05; Hennepin County; Minnesota","median_income",94671,21342
"446","270530260061","Block Group 1; Census Tract 260.06; Hennepin County; Minnesota","median_income",147000,61188
"447","270530260062","Block Group 2; Census Tract 260.06; Hennepin County; Minnesota","median_income",91714,12509
"448","270530260063","Block Group 3; Census Tract 260.06; Hennepin County; Minnesota","median_income",77823,39898
"449","270530260064","Block Group 4; Census Tract 260.06; Hennepin County; Minnesota","median_income",136475,34888
"450","270530260071","Block Group 1; Census Tract 260.07; Hennepin County; Minnesota","median_income",175313,46908
"451","270530260072","Block Group 2; Census Tract 260.07; Hennepin County; Minnesota","median_income",87083,48938
"452","270530260073","Block Group 3; Census Tract 260.07; Hennepin County; Minnesota","median_income",81308,21738
"453","270530260074","Block Group 4; Census Tract 260.07; Hennepin County; Minnesota","median_income",98922,12108
"454","270530260075","Block Group 5; Census Tract 260.07; Hennepin County; Minnesota","median_income",NA,NA
"455","270530260076","Block Group 6; Census Tract 260.07; Hennepin County; Minnesota","median_income",NA,NA
"456","270530260131","Block Group 1; Census Tract 260.13; Hennepin County; Minnesota","median_income",187841,97821
"457","270530260132","Block Group 2; Census Tract 260.13; Hennepin County; Minnesota","median_income",155250,24446
"458","270530260133","Block Group 3; Census Tract 260.13; Hennepin County; Minnesota","median_income",115000,26991
"459","270530260134","Block Group 4; Census Tract 260.13; Hennepin County; Minnesota","median_income",222531,27546
"460","270530260141","Block Group 1; Census Tract 260.14; Hennepin County; Minnesota","median_income",153125,21062
"461","270530260142","Block Group 2; Census Tract 260.14; Hennepin County; Minnesota","median_income",NA,NA
"462","270530260143","Block Group 3; Census Tract 260.14; Hennepin County; Minnesota","median_income",149625,32128
"463","270530260144","Block Group 4; Census Tract 260.14; Hennepin County; Minnesota","median_income",153750,60320
"464","270530260145","Block Group 5; Census Tract 260.14; Hennepin County; Minnesota","median_income",122610,53303
"465","270530260151","Block Group 1; Census Tract 260.15; Hennepin County; Minnesota","median_income",211136,182661
"466","270530260152","Block Group 2; Census Tract 260.15; Hennepin County; Minnesota","median_income",241250,104321
"467","270530260153","Block Group 3; Census Tract 260.15; Hennepin County; Minnesota","median_income",132679,46456
"468","270530260154","Block Group 4; Census Tract 260.15; Hennepin County; Minnesota","median_income",101324,26784
"469","270530260155","Block Group 5; Census Tract 260.15; Hennepin County; Minnesota","median_income",119141,47051
"470","270530260191","Block Group 1; Census Tract 260.19; Hennepin County; Minnesota","median_income",126394,51836
"471","270530260192","Block Group 2; Census Tract 260.19; Hennepin County; Minnesota","median_income",95921,28702
"472","270530260193","Block Group 3; Census Tract 260.19; Hennepin County; Minnesota","median_income",94716,30264
"473","270530260194","Block Group 4; Census Tract 260.19; Hennepin County; Minnesota","median_income",68750,22730
"474","270530260201","Block Group 1; Census Tract 260.20; Hennepin County; Minnesota","median_income",75288,44314
"475","270530260202","Block Group 2; Census Tract 260.20; Hennepin County; Minnesota","median_income",84042,17876
"476","270530260203","Block Group 3; Census Tract 260.20; Hennepin County; Minnesota","median_income",NA,NA
"477","270530260204","Block Group 4; Census Tract 260.20; Hennepin County; Minnesota","median_income",140324,78834
"478","270530260211","Block Group 1; Census Tract 260.21; Hennepin County; Minnesota","median_income",250001,NA
"479","270530260212","Block Group 2; Census Tract 260.21; Hennepin County; Minnesota","median_income",139716,27569
"480","270530260213","Block Group 3; Census Tract 260.21; Hennepin County; Minnesota","median_income",117292,36095
"481","270530260231","Block Group 1; Census Tract 260.23; Hennepin County; Minnesota","median_income",134141,62498
"482","270530260232","Block Group 2; Census Tract 260.23; Hennepin County; Minnesota","median_income",107938,35031
"483","270530260233","Block Group 3; Census Tract 260.23; Hennepin County; Minnesota","median_income",131640,8821
"484","270530260241","Block Group 1; Census Tract 260.24; Hennepin County; Minnesota","median_income",77569,27201
"485","270530260242","Block Group 2; Census Tract 260.24; Hennepin County; Minnesota","median_income",166000,145355
"486","270530260251","Block Group 1; Census Tract 260.25; Hennepin County; Minnesota","median_income",210607,50274
"487","270530260252","Block Group 2; Census Tract 260.25; Hennepin County; Minnesota","median_income",250001,NA
"488","270530260261","Block Group 1; Census Tract 260.26; Hennepin County; Minnesota","median_income",250001,NA
"489","270530260262","Block Group 2; Census Tract 260.26; Hennepin County; Minnesota","median_income",131923,66395
"490","270530260263","Block Group 3; Census Tract 260.26; Hennepin County; Minnesota","median_income",249957,35209
"491","270530260264","Block Group 4; Census Tract 260.26; Hennepin County; Minnesota","median_income",250001,NA
"492","270530260271","Block Group 1; Census Tract 260.27; Hennepin County; Minnesota","median_income",184647,17101
"493","270530260272","Block Group 2; Census Tract 260.27; Hennepin County; Minnesota","median_income",99430,59934
"494","270530260281","Block Group 1; Census Tract 260.28; Hennepin County; Minnesota","median_income",205403,52663
"495","270530260282","Block Group 2; Census Tract 260.28; Hennepin County; Minnesota","median_income",199250,25643
"496","270530261011","Block Group 1; Census Tract 261.01; Hennepin County; Minnesota","median_income",114127,28439
"497","270530261012","Block Group 2; Census Tract 261.01; Hennepin County; Minnesota","median_income",188203,92667
"498","270530261013","Block Group 3; Census Tract 261.01; Hennepin County; Minnesota","median_income",198214,48605
"499","270530261031","Block Group 1; Census Tract 261.03; Hennepin County; Minnesota","median_income",141490,6991
"500","270530261032","Block Group 2; Census Tract 261.03; Hennepin County; Minnesota","median_income",106591,32949
"501","270530261041","Block Group 1; Census Tract 261.04; Hennepin County; Minnesota","median_income",104135,34915
"502","270530261042","Block Group 2; Census Tract 261.04; Hennepin County; Minnesota","median_income",67357,23891
"503","270530261043","Block Group 3; Census Tract 261.04; Hennepin County; Minnesota","median_income",86629,14603
"504","270530262011","Block Group 1; Census Tract 262.01; Hennepin County; Minnesota","median_income",149792,68222
"505","270530262012","Block Group 2; Census Tract 262.01; Hennepin County; Minnesota","median_income",144830,34808
"506","270530262021","Block Group 1; Census Tract 262.02; Hennepin County; Minnesota","median_income",160298,41396
"507","270530262022","Block Group 2; Census Tract 262.02; Hennepin County; Minnesota","median_income",97143,44624
"508","270530262051","Block Group 1; Census Tract 262.05; Hennepin County; Minnesota","median_income",192788,31101
"509","270530262052","Block Group 2; Census Tract 262.05; Hennepin County; Minnesota","median_income",132708,31524
"510","270530262053","Block Group 3; Census Tract 262.05; Hennepin County; Minnesota","median_income",162188,56989
"511","270530262061","Block Group 1; Census Tract 262.06; Hennepin County; Minnesota","median_income",220385,114167
"512","270530262062","Block Group 2; Census Tract 262.06; Hennepin County; Minnesota","median_income",46111,26176
"513","270530262063","Block Group 3; Census Tract 262.06; Hennepin County; Minnesota","median_income",182552,23336
"514","270530262071","Block Group 1; Census Tract 262.07; Hennepin County; Minnesota","median_income",130893,43667
"515","270530262072","Block Group 2; Census Tract 262.07; Hennepin County; Minnesota","median_income",104583,29107
"516","270530262081","Block Group 1; Census Tract 262.08; Hennepin County; Minnesota","median_income",86250,32657
"517","270530262082","Block Group 2; Census Tract 262.08; Hennepin County; Minnesota","median_income",147174,26589
"518","270530262083","Block Group 3; Census Tract 262.08; Hennepin County; Minnesota","median_income",170679,63808
"519","270530263011","Block Group 1; Census Tract 263.01; Hennepin County; Minnesota","median_income",110153,22686
"520","270530263012","Block Group 2; Census Tract 263.01; Hennepin County; Minnesota","median_income",250001,NA
"521","270530263013","Block Group 3; Census Tract 263.01; Hennepin County; Minnesota","median_income",229737,24028
"522","270530263021","Block Group 1; Census Tract 263.02; Hennepin County; Minnesota","median_income",145950,21517
"523","270530263022","Block Group 2; Census Tract 263.02; Hennepin County; Minnesota","median_income",84271,48406
"524","270530263023","Block Group 3; Census Tract 263.02; Hennepin County; Minnesota","median_income",131935,18832
"525","270530264031","Block Group 1; Census Tract 264.03; Hennepin County; Minnesota","median_income",120321,27792
"526","270530264032","Block Group 2; Census Tract 264.03; Hennepin County; Minnesota","median_income",NA,NA
"527","270530264033","Block Group 3; Census Tract 264.03; Hennepin County; Minnesota","median_income",91992,36352
"528","270530264041","Block Group 1; Census Tract 264.04; Hennepin County; Minnesota","median_income",78036,43674
"529","270530264042","Block Group 2; Census Tract 264.04; Hennepin County; Minnesota","median_income",183632,24808
"530","270530264043","Block Group 3; Census Tract 264.04; Hennepin County; Minnesota","median_income",122667,40512
"531","270530264044","Block Group 4; Census Tract 264.04; Hennepin County; Minnesota","median_income",194875,133744
"532","270530264051","Block Group 1; Census Tract 264.05; Hennepin County; Minnesota","median_income",78750,37725
"533","270530264052","Block Group 2; Census Tract 264.05; Hennepin County; Minnesota","median_income",139784,13588
"534","270530264053","Block Group 3; Census Tract 264.05; Hennepin County; Minnesota","median_income",81792,13436
"535","270530264061","Block Group 1; Census Tract 264.06; Hennepin County; Minnesota","median_income",109750,74156
"536","270530264062","Block Group 2; Census Tract 264.06; Hennepin County; Minnesota","median_income",70952,15252
"537","270530264063","Block Group 3; Census Tract 264.06; Hennepin County; Minnesota","median_income",75766,5691
"538","270530265051","Block Group 1; Census Tract 265.05; Hennepin County; Minnesota","median_income",111406,49562
"539","270530265052","Block Group 2; Census Tract 265.05; Hennepin County; Minnesota","median_income",203750,61371
"540","270530265053","Block Group 3; Census Tract 265.05; Hennepin County; Minnesota","median_income",107222,50341
"541","270530265071","Block Group 1; Census Tract 265.07; Hennepin County; Minnesota","median_income",144135,30640
"542","270530265072","Block Group 2; Census Tract 265.07; Hennepin County; Minnesota","median_income",63517,17021
"543","270530265073","Block Group 3; Census Tract 265.07; Hennepin County; Minnesota","median_income",99808,19937
"544","270530265074","Block Group 4; Census Tract 265.07; Hennepin County; Minnesota","median_income",110909,51727
"545","270530265081","Block Group 1; Census Tract 265.08; Hennepin County; Minnesota","median_income",103750,30302
"546","270530265082","Block Group 2; Census Tract 265.08; Hennepin County; Minnesota","median_income",178897,68218
"547","270530265083","Block Group 3; Census Tract 265.08; Hennepin County; Minnesota","median_income",97963,25073
"548","270530265091","Block Group 1; Census Tract 265.09; Hennepin County; Minnesota","median_income",158125,61172
"549","270530265092","Block Group 2; Census Tract 265.09; Hennepin County; Minnesota","median_income",170946,15887
"550","270530265093","Block Group 3; Census Tract 265.09; Hennepin County; Minnesota","median_income",136821,71308
"551","270530265101","Block Group 1; Census Tract 265.10; Hennepin County; Minnesota","median_income",82250,18144
"552","270530265102","Block Group 2; Census Tract 265.10; Hennepin County; Minnesota","median_income",93906,13987
"553","270530265103","Block Group 3; Census Tract 265.10; Hennepin County; Minnesota","median_income",56838,20053
"554","270530265111","Block Group 1; Census Tract 265.11; Hennepin County; Minnesota","median_income",50188,13768
"555","270530265112","Block Group 2; Census Tract 265.11; Hennepin County; Minnesota","median_income",84211,30760
"556","270530265113","Block Group 3; Census Tract 265.11; Hennepin County; Minnesota","median_income",131136,72504
"557","270530265141","Block Group 1; Census Tract 265.14; Hennepin County; Minnesota","median_income",NA,NA
"558","270530265142","Block Group 2; Census Tract 265.14; Hennepin County; Minnesota","median_income",NA,NA
"559","270530265143","Block Group 3; Census Tract 265.14; Hennepin County; Minnesota","median_income",85938,29000
"560","270530265144","Block Group 4; Census Tract 265.14; Hennepin County; Minnesota","median_income",110682,68106
"561","270530265145","Block Group 5; Census Tract 265.14; Hennepin County; Minnesota","median_income",98750,26385
"562","270530265151","Block Group 1; Census Tract 265.15; Hennepin County; Minnesota","median_income",77143,61185
"563","270530265152","Block Group 2; Census Tract 265.15; Hennepin County; Minnesota","median_income",86083,19037
"564","270530265161","Block Group 1; Census Tract 265.16; Hennepin County; Minnesota","median_income",112188,72729
"565","270530265162","Block Group 2; Census Tract 265.16; Hennepin County; Minnesota","median_income",97704,58233
"566","270530265163","Block Group 3; Census Tract 265.16; Hennepin County; Minnesota","median_income",57472,20396
"567","270530265164","Block Group 4; Census Tract 265.16; Hennepin County; Minnesota","median_income",201932,56401
"568","270530266051","Block Group 1; Census Tract 266.05; Hennepin County; Minnesota","median_income",174435,27218
"569","270530266052","Block Group 2; Census Tract 266.05; Hennepin County; Minnesota","median_income",117692,28376
"570","270530266061","Block Group 1; Census Tract 266.06; Hennepin County; Minnesota","median_income",164875,64002
"571","270530266062","Block Group 2; Census Tract 266.06; Hennepin County; Minnesota","median_income",143906,18325
"572","270530266063","Block Group 3; Census Tract 266.06; Hennepin County; Minnesota","median_income",132875,79965
"573","270530266091","Block Group 1; Census Tract 266.09; Hennepin County; Minnesota","median_income",130213,37426
"574","270530266092","Block Group 2; Census Tract 266.09; Hennepin County; Minnesota","median_income",157289,26452
"575","270530266093","Block Group 3; Census Tract 266.09; Hennepin County; Minnesota","median_income",92188,24704
"576","270530266101","Block Group 1; Census Tract 266.10; Hennepin County; Minnesota","median_income",202829,44397
"577","270530266102","Block Group 2; Census Tract 266.10; Hennepin County; Minnesota","median_income",240212,124904
"578","270530266103","Block Group 3; Census Tract 266.10; Hennepin County; Minnesota","median_income",80391,39462
"579","270530266104","Block Group 4; Census Tract 266.10; Hennepin County; Minnesota","median_income",163333,68821
"580","270530266111","Block Group 1; Census Tract 266.11; Hennepin County; Minnesota","median_income",112039,68849
"581","270530266112","Block Group 2; Census Tract 266.11; Hennepin County; Minnesota","median_income",81875,36087
"582","270530266113","Block Group 3; Census Tract 266.11; Hennepin County; Minnesota","median_income",79727,10187
"583","270530266114","Block Group 4; Census Tract 266.11; Hennepin County; Minnesota","median_income",87882,44036
"584","270530266141","Block Group 1; Census Tract 266.14; Hennepin County; Minnesota","median_income",77212,47959
"585","270530266142","Block Group 2; Census Tract 266.14; Hennepin County; Minnesota","median_income",192617,26957
