"","GEOID","NAME","variable","estimate","moe"
"586","270530266143","Block Group 3; Census Tract 266.14; Hennepin County; Minnesota","median_income",181806,29024
"587","270530266151","Block Group 1; Census Tract 266.15; Hennepin County; Minnesota","median_income",148487,25876
"588","270530266152","Block Group 2; Census Tract 266.15; Hennepin County; Minnesota","median_income",204306,66146
"589","270530266153","Block Group 3; Census Tract 266.15; Hennepin County; Minnesota","median_income",248500,43503
"590","270530266161","Block Group 1; Census Tract 266.16; Hennepin County; Minnesota","median_income",203510,60841
"591","270530266162","Block Group 2; Census Tract 266.16; Hennepin County; Minnesota","median_income",241189,81069
"592","270530266163","Block Group 3; Census Tract 266.16; Hennepin County; Minnesota","median_income",230463,62997
"593","270530266164","Block Group 4; Census Tract 266.16; Hennepin County; Minnesota","median_income",166250,45343
"594","270530266171","Block Group 1; Census Tract 266.17; Hennepin County; Minnesota","median_income",108750,39025
"595","270530266172","Block Group 2; Census Tract 266.17; Hennepin County; Minnesota","median_income",130438,42275
"596","270530267021","Block Group 1; Census Tract 267.02; Hennepin County; Minnesota","median_income",51552,9470
"597","270530267022","Block Group 2; Census Tract 267.02; Hennepin County; Minnesota","median_income",78750,18120
"598","270530267061","Block Group 1; Census Tract 267.06; Hennepin County; Minnesota","median_income",108036,45500
"599","270530267062","Block Group 2; Census Tract 267.06; Hennepin County; Minnesota","median_income",93015,33995
"600","270530267063","Block Group 3; Census Tract 267.06; Hennepin County; Minnesota","median_income",108393,47356
"601","270530267071","Block Group 1; Census Tract 267.07; Hennepin County; Minnesota","median_income",74180,23630
"602","270530267072","Block Group 2; Census Tract 267.07; Hennepin County; Minnesota","median_income",117679,31835
"603","270530267073","Block Group 3; Census Tract 267.07; Hennepin County; Minnesota","median_income",149286,83051
"604","270530267074","Block Group 4; Census Tract 267.07; Hennepin County; Minnesota","median_income",NA,NA
"605","270530267075","Block Group 5; Census Tract 267.07; Hennepin County; Minnesota","median_income",116179,32012
"606","270530267081","Block Group 1; Census Tract 267.08; Hennepin County; Minnesota","median_income",227500,84669
"607","270530267082","Block Group 2; Census Tract 267.08; Hennepin County; Minnesota","median_income",147574,17451
"608","270530267083","Block Group 3; Census Tract 267.08; Hennepin County; Minnesota","median_income",147779,22405
"609","270530267084","Block Group 4; Census Tract 267.08; Hennepin County; Minnesota","median_income",115063,68275
"610","270530267085","Block Group 5; Census Tract 267.08; Hennepin County; Minnesota","median_income",81974,18576
"611","270530267111","Block Group 1; Census Tract 267.11; Hennepin County; Minnesota","median_income",96875,20152
"612","270530267112","Block Group 2; Census Tract 267.11; Hennepin County; Minnesota","median_income",99345,17138
"613","270530267121","Block Group 1; Census Tract 267.12; Hennepin County; Minnesota","median_income",90602,22987
"614","270530267122","Block Group 2; Census Tract 267.12; Hennepin County; Minnesota","median_income",101250,25040
"615","270530267131","Block Group 1; Census Tract 267.13; Hennepin County; Minnesota","median_income",126078,35289
"616","270530267132","Block Group 2; Census Tract 267.13; Hennepin County; Minnesota","median_income",102754,23797
"617","270530267133","Block Group 3; Census Tract 267.13; Hennepin County; Minnesota","median_income",99271,57879
"618","270530267134","Block Group 4; Census Tract 267.13; Hennepin County; Minnesota","median_income",106115,20266
"619","270530267171","Block Group 1; Census Tract 267.17; Hennepin County; Minnesota","median_income",97574,52414
"620","270530267172","Block Group 2; Census Tract 267.17; Hennepin County; Minnesota","median_income",128906,53037
"621","270530267173","Block Group 3; Census Tract 267.17; Hennepin County; Minnesota","median_income",110215,63300
"622","270530267174","Block Group 4; Census Tract 267.17; Hennepin County; Minnesota","median_income",250001,NA
"623","270530267181","Block Group 1; Census Tract 267.18; Hennepin County; Minnesota","median_income",159063,28611
"624","270530267182","Block Group 2; Census Tract 267.18; Hennepin County; Minnesota","median_income",66196,31279
"625","270530267191","Block Group 1; Census Tract 267.19; Hennepin County; Minnesota","median_income",250001,NA
"626","270530267192","Block Group 2; Census Tract 267.19; Hennepin County; Minnesota","median_income",154472,65312
"627","270530267193","Block Group 3; Census Tract 267.19; Hennepin County; Minnesota","median_income",108731,25745
"628","270530267194","Block Group 4; Census Tract 267.19; Hennepin County; Minnesota","median_income",171987,33864
"629","270530267201","Block Group 1; Census Tract 267.20; Hennepin County; Minnesota","median_income",111364,110547
"630","270530267202","Block Group 2; Census Tract 267.20; Hennepin County; Minnesota","median_income",184177,42775
"631","270530267203","Block Group 3; Census Tract 267.20; Hennepin County; Minnesota","median_income",172951,34261
"632","270530267211","Block Group 1; Census Tract 267.21; Hennepin County; Minnesota","median_income",186125,56556
"633","270530267212","Block Group 2; Census Tract 267.21; Hennepin County; Minnesota","median_income",110882,77041
"634","270530267213","Block Group 3; Census Tract 267.21; Hennepin County; Minnesota","median_income",143149,37478
"635","270530267221","Block Group 1; Census Tract 267.22; Hennepin County; Minnesota","median_income",148781,33529
"636","270530267222","Block Group 2; Census Tract 267.22; Hennepin County; Minnesota","median_income",185161,67224
"637","270530267223","Block Group 3; Census Tract 267.22; Hennepin County; Minnesota","median_income",246875,46611
"638","270530267231","Block Group 1; Census Tract 267.23; Hennepin County; Minnesota","median_income",250001,NA
"639","270530267232","Block Group 2; Census Tract 267.23; Hennepin County; Minnesota","median_income",211379,88350
"640","270530267233","Block Group 3; Census Tract 267.23; Hennepin County; Minnesota","median_income",111250,79518
"641","270530267241","Block Group 1; Census Tract 267.24; Hennepin County; Minnesota","median_income",NA,NA
"642","270530267242","Block Group 2; Census Tract 267.24; Hennepin County; Minnesota","median_income",144946,61218
"643","270530267243","Block Group 3; Census Tract 267.24; Hennepin County; Minnesota","median_income",NA,NA
"644","270530267244","Block Group 4; Census Tract 267.24; Hennepin County; Minnesota","median_income",99355,24939
"645","270530267251","Block Group 1; Census Tract 267.25; Hennepin County; Minnesota","median_income",NA,NA
"646","270530267252","Block Group 2; Census Tract 267.25; Hennepin County; Minnesota","median_income",118849,67633
"647","270530267253","Block Group 3; Census Tract 267.25; Hennepin County; Minnesota","median_income",131442,66042
"648","270530267261","Block Group 1; Census Tract 267.26; Hennepin County; Minnesota","median_income",139471,13364
"649","270530267262","Block Group 2; Census Tract 267.26; Hennepin County; Minnesota","median_income",NA,NA
"650","270530267263","Block Group 3; Census Tract 267.26; Hennepin County; Minnesota","median_income",127314,64140
"651","270530268071","Block Group 1; Census Tract 268.07; Hennepin County; Minnesota","median_income",NA,NA
"652","270530268072","Block Group 2; Census Tract 268.07; Hennepin County; Minnesota","median_income",61050,30322
"653","270530268073","Block Group 3; Census Tract 268.07; Hennepin County; Minnesota","median_income",NA,NA
"654","270530268074","Block Group 4; Census Tract 268.07; Hennepin County; Minnesota","median_income",41502,7437
"655","270530268075","Block Group 5; Census Tract 268.07; Hennepin County; Minnesota","median_income",126265,25032
"656","270530268076","Block Group 6; Census Tract 268.07; Hennepin County; Minnesota","median_income",NA,NA
"657","270530268077","Block Group 7; Census Tract 268.07; Hennepin County; Minnesota","median_income",83864,31325
"658","270530268091","Block Group 1; Census Tract 268.09; Hennepin County; Minnesota","median_income",57763,14496
"659","270530268092","Block Group 2; Census Tract 268.09; Hennepin County; Minnesota","median_income",66528,42933
"660","270530268093","Block Group 3; Census Tract 268.09; Hennepin County; Minnesota","median_income",59442,16091
"661","270530268111","Block Group 1; Census Tract 268.11; Hennepin County; Minnesota","median_income",80375,12844
"662","270530268112","Block Group 2; Census Tract 268.11; Hennepin County; Minnesota","median_income",NA,NA
"663","270530268113","Block Group 3; Census Tract 268.11; Hennepin County; Minnesota","median_income",92083,29335
"664","270530268114","Block Group 4; Census Tract 268.11; Hennepin County; Minnesota","median_income",81250,21724
"665","270530268121","Block Group 1; Census Tract 268.12; Hennepin County; Minnesota","median_income",76071,22019
"666","270530268122","Block Group 2; Census Tract 268.12; Hennepin County; Minnesota","median_income",NA,NA
"667","270530268123","Block Group 3; Census Tract 268.12; Hennepin County; Minnesota","median_income",138226,52322
"668","270530268124","Block Group 4; Census Tract 268.12; Hennepin County; Minnesota","median_income",86875,37766
"669","270530268125","Block Group 5; Census Tract 268.12; Hennepin County; Minnesota","median_income",NA,NA
"670","270530268126","Block Group 6; Census Tract 268.12; Hennepin County; Minnesota","median_income",NA,NA
"671","270530268127","Block Group 7; Census Tract 268.12; Hennepin County; Minnesota","median_income",131071,39001
"672","270530268141","Block Group 1; Census Tract 268.14; Hennepin County; Minnesota","median_income",49417,43388
"673","270530268142","Block Group 2; Census Tract 268.14; Hennepin County; Minnesota","median_income",101100,89504
"674","270530268143","Block Group 3; Census Tract 268.14; Hennepin County; Minnesota","median_income",141007,35939
"675","270530268144","Block Group 4; Census Tract 268.14; Hennepin County; Minnesota","median_income",136239,26193
"676","270530268145","Block Group 5; Census Tract 268.14; Hennepin County; Minnesota","median_income",101332,28497
"677","270530268146","Block Group 6; Census Tract 268.14; Hennepin County; Minnesota","median_income",149179,40726
"678","270530268151","Block Group 1; Census Tract 268.15; Hennepin County; Minnesota","median_income",78882,16187
"679","270530268152","Block Group 2; Census Tract 268.15; Hennepin County; Minnesota","median_income",102698,13344
"680","270530268153","Block Group 3; Census Tract 268.15; Hennepin County; Minnesota","median_income",77000,33205
"681","270530268161","Block Group 1; Census Tract 268.16; Hennepin County; Minnesota","median_income",57933,24145
"682","270530268162","Block Group 2; Census Tract 268.16; Hennepin County; Minnesota","median_income",81969,17879
"683","270530268163","Block Group 3; Census Tract 268.16; Hennepin County; Minnesota","median_income",NA,NA
"684","270530268164","Block Group 4; Census Tract 268.16; Hennepin County; Minnesota","median_income",94643,6590
"685","270530268165","Block Group 5; Census Tract 268.16; Hennepin County; Minnesota","median_income",96324,25968
"686","270530268181","Block Group 1; Census Tract 268.18; Hennepin County; Minnesota","median_income",73472,37488
"687","270530268182","Block Group 2; Census Tract 268.18; Hennepin County; Minnesota","median_income",93658,995
"688","270530268183","Block Group 3; Census Tract 268.18; Hennepin County; Minnesota","median_income",38800,15318
"689","270530268191","Block Group 1; Census Tract 268.19; Hennepin County; Minnesota","median_income",66067,9560
"690","270530268192","Block Group 2; Census Tract 268.19; Hennepin County; Minnesota","median_income",39750,16325
"691","270530268193","Block Group 3; Census Tract 268.19; Hennepin County; Minnesota","median_income",28320,12949
"692","270530268221","Block Group 1; Census Tract 268.22; Hennepin County; Minnesota","median_income",132404,42172
"693","270530268222","Block Group 2; Census Tract 268.22; Hennepin County; Minnesota","median_income",81875,31352
"694","270530268223","Block Group 3; Census Tract 268.22; Hennepin County; Minnesota","median_income",155778,35832
"695","270530268224","Block Group 4; Census Tract 268.22; Hennepin County; Minnesota","median_income",85179,24727
"696","270530268231","Block Group 1; Census Tract 268.23; Hennepin County; Minnesota","median_income",102683,28455
"697","270530268232","Block Group 2; Census Tract 268.23; Hennepin County; Minnesota","median_income",142917,55780
"698","270530268233","Block Group 3; Census Tract 268.23; Hennepin County; Minnesota","median_income",132520,22501
"699","270530268234","Block Group 4; Census Tract 268.23; Hennepin County; Minnesota","median_income",146319,4448
"700","270530268241","Block Group 1; Census Tract 268.24; Hennepin County; Minnesota","median_income",116926,55414
"701","270530268242","Block Group 2; Census Tract 268.24; Hennepin County; Minnesota","median_income",186074,25487
"702","270530268243","Block Group 3; Census Tract 268.24; Hennepin County; Minnesota","median_income",123932,24596
"703","270530268244","Block Group 4; Census Tract 268.24; Hennepin County; Minnesota","median_income",115625,60409
"704","270530268251","Block Group 1; Census Tract 268.25; Hennepin County; Minnesota","median_income",112545,18982
"705","270530268252","Block Group 2; Census Tract 268.25; Hennepin County; Minnesota","median_income",NA,NA
"706","270530268253","Block Group 3; Census Tract 268.25; Hennepin County; Minnesota","median_income",163409,12949
"707","270530268261","Block Group 1; Census Tract 268.26; Hennepin County; Minnesota","median_income",150570,79410
"708","270530268262","Block Group 2; Census Tract 268.26; Hennepin County; Minnesota","median_income",NA,NA
"709","270530268263","Block Group 3; Census Tract 268.26; Hennepin County; Minnesota","median_income",123750,43477
"710","270530268271","Block Group 1; Census Tract 268.27; Hennepin County; Minnesota","median_income",40759,16885
"711","270530268272","Block Group 2; Census Tract 268.27; Hennepin County; Minnesota","median_income",33608,9788
"712","270530268281","Block Group 1; Census Tract 268.28; Hennepin County; Minnesota","median_income",64236,28293
"713","270530268282","Block Group 2; Census Tract 268.28; Hennepin County; Minnesota","median_income",50057,22124
"714","270530268283","Block Group 3; Census Tract 268.28; Hennepin County; Minnesota","median_income",69500,46672
"715","270530269031","Block Group 1; Census Tract 269.03; Hennepin County; Minnesota","median_income",56250,26169
"716","270530269032","Block Group 2; Census Tract 269.03; Hennepin County; Minnesota","median_income",179318,61990
"717","270530269033","Block Group 3; Census Tract 269.03; Hennepin County; Minnesota","median_income",108472,28868
"718","270530269034","Block Group 4; Census Tract 269.03; Hennepin County; Minnesota","median_income",128438,30530
"719","270530269061","Block Group 1; Census Tract 269.06; Hennepin County; Minnesota","median_income",92227,40091
"720","270530269062","Block Group 2; Census Tract 269.06; Hennepin County; Minnesota","median_income",115313,30742
"721","270530269063","Block Group 3; Census Tract 269.06; Hennepin County; Minnesota","median_income",105250,13145
"722","270530269064","Block Group 4; Census Tract 269.06; Hennepin County; Minnesota","median_income",181712,50900
"723","270530269065","Block Group 5; Census Tract 269.06; Hennepin County; Minnesota","median_income",100511,34242
"724","270530269071","Block Group 1; Census Tract 269.07; Hennepin County; Minnesota","median_income",138382,43332
"725","270530269072","Block Group 2; Census Tract 269.07; Hennepin County; Minnesota","median_income",158667,11574
"726","270530269073","Block Group 3; Census Tract 269.07; Hennepin County; Minnesota","median_income",74934,30182
"727","270530269081","Block Group 1; Census Tract 269.08; Hennepin County; Minnesota","median_income",96100,34482
"728","270530269082","Block Group 2; Census Tract 269.08; Hennepin County; Minnesota","median_income",111250,30097
"729","270530269083","Block Group 3; Census Tract 269.08; Hennepin County; Minnesota","median_income",116400,9404
"730","270530269084","Block Group 4; Census Tract 269.08; Hennepin County; Minnesota","median_income",124135,15756
"731","270530269101","Block Group 1; Census Tract 269.10; Hennepin County; Minnesota","median_income",225714,77973
"732","270530269102","Block Group 2; Census Tract 269.10; Hennepin County; Minnesota","median_income",88839,9694
"733","270530269103","Block Group 3; Census Tract 269.10; Hennepin County; Minnesota","median_income",131071,56462
"734","270530269104","Block Group 4; Census Tract 269.10; Hennepin County; Minnesota","median_income",81250,58283
"735","270530269105","Block Group 5; Census Tract 269.10; Hennepin County; Minnesota","median_income",158672,45836
"736","270530269111","Block Group 1; Census Tract 269.11; Hennepin County; Minnesota","median_income",125592,30998
"737","270530269112","Block Group 2; Census Tract 269.11; Hennepin County; Minnesota","median_income",148798,60823
"738","270530269113","Block Group 3; Census Tract 269.11; Hennepin County; Minnesota","median_income",131613,65676
"739","270530269121","Block Group 1; Census Tract 269.12; Hennepin County; Minnesota","median_income",160000,95322
"740","270530269122","Block Group 2; Census Tract 269.12; Hennepin County; Minnesota","median_income",132903,61120
"741","270530269123","Block Group 3; Census Tract 269.12; Hennepin County; Minnesota","median_income",161250,42724
"742","270530269124","Block Group 4; Census Tract 269.12; Hennepin County; Minnesota","median_income",164909,104159
"743","270530269125","Block Group 5; Census Tract 269.12; Hennepin County; Minnesota","median_income",126563,69970
"744","270530269126","Block Group 6; Census Tract 269.12; Hennepin County; Minnesota","median_income",90769,75655
"745","270530270011","Block Group 1; Census Tract 270.01; Hennepin County; Minnesota","median_income",148472,18862
"746","270530270012","Block Group 2; Census Tract 270.01; Hennepin County; Minnesota","median_income",94896,37199
"747","270530270021","Block Group 1; Census Tract 270.02; Hennepin County; Minnesota","median_income",84583,19323
"748","270530270022","Block Group 2; Census Tract 270.02; Hennepin County; Minnesota","median_income",142917,76889
"749","270530270023","Block Group 3; Census Tract 270.02; Hennepin County; Minnesota","median_income",250001,NA
"750","270530270024","Block Group 4; Census Tract 270.02; Hennepin County; Minnesota","median_income",62159,21705
"751","270530270025","Block Group 5; Census Tract 270.02; Hennepin County; Minnesota","median_income",192604,119365
"752","270530271011","Block Group 1; Census Tract 271.01; Hennepin County; Minnesota","median_income",250001,NA
"753","270530271012","Block Group 2; Census Tract 271.01; Hennepin County; Minnesota","median_income",118295,103061
"754","270530271013","Block Group 3; Census Tract 271.01; Hennepin County; Minnesota","median_income",85625,33493
"755","270530271014","Block Group 4; Census Tract 271.01; Hennepin County; Minnesota","median_income",163600,52447
"756","270530271015","Block Group 5; Census Tract 271.01; Hennepin County; Minnesota","median_income",193000,83871
"757","270530271016","Block Group 6; Census Tract 271.01; Hennepin County; Minnesota","median_income",250001,NA
"758","270530271021","Block Group 1; Census Tract 271.02; Hennepin County; Minnesota","median_income",131528,109324
"759","270530271022","Block Group 2; Census Tract 271.02; Hennepin County; Minnesota","median_income",186618,24030
"760","270530271023","Block Group 3; Census Tract 271.02; Hennepin County; Minnesota","median_income",124764,66220
"761","270530271024","Block Group 4; Census Tract 271.02; Hennepin County; Minnesota","median_income",160060,44659
"762","270530271025","Block Group 5; Census Tract 271.02; Hennepin County; Minnesota","median_income",96053,34215
"763","270530272021","Block Group 1; Census Tract 272.02; Hennepin County; Minnesota","median_income",92361,19754
"764","270530272022","Block Group 2; Census Tract 272.02; Hennepin County; Minnesota","median_income",73295,20912
"765","270530272031","Block Group 1; Census Tract 272.03; Hennepin County; Minnesota","median_income",195893,95328
"766","270530272032","Block Group 2; Census Tract 272.03; Hennepin County; Minnesota","median_income",137625,37000
"767","270530272033","Block Group 3; Census Tract 272.03; Hennepin County; Minnesota","median_income",48684,6638
"768","270530272041","Block Group 1; Census Tract 272.04; Hennepin County; Minnesota","median_income",203495,41453
"769","270530272042","Block Group 2; Census Tract 272.04; Hennepin County; Minnesota","median_income",158929,54421
"770","270530272051","Block Group 1; Census Tract 272.05; Hennepin County; Minnesota","median_income",148485,47552
"771","270530272052","Block Group 2; Census Tract 272.05; Hennepin County; Minnesota","median_income",250001,NA
"772","270530273001","Block Group 1; Census Tract 273; Hennepin County; Minnesota","median_income",102330,31465
"773","270530273002","Block Group 2; Census Tract 273; Hennepin County; Minnesota","median_income",95603,30912
"774","270530273003","Block Group 3; Census Tract 273; Hennepin County; Minnesota","median_income",1e+05,67554
"775","270530273004","Block Group 4; Census Tract 273; Hennepin County; Minnesota","median_income",180625,107387
"776","270530274001","Block Group 1; Census Tract 274; Hennepin County; Minnesota","median_income",198750,87144
"777","270530274002","Block Group 2; Census Tract 274; Hennepin County; Minnesota","median_income",250001,NA
"778","270530274003","Block Group 3; Census Tract 274; Hennepin County; Minnesota","median_income",242632,128214
"779","270530274004","Block Group 4; Census Tract 274; Hennepin County; Minnesota","median_income",131066,24789
"780","270530274005","Block Group 5; Census Tract 274; Hennepin County; Minnesota","median_income",146217,35444
"781","270530275011","Block Group 1; Census Tract 275.01; Hennepin County; Minnesota","median_income",144531,22904
"782","270530275012","Block Group 2; Census Tract 275.01; Hennepin County; Minnesota","median_income",112448,11395
"783","270530275013","Block Group 3; Census Tract 275.01; Hennepin County; Minnesota","median_income",129732,49296
"784","270530275014","Block Group 4; Census Tract 275.01; Hennepin County; Minnesota","median_income",78882,8279
"785","270530275015","Block Group 5; Census Tract 275.01; Hennepin County; Minnesota","median_income",197000,72723
"786","270530275031","Block Group 1; Census Tract 275.03; Hennepin County; Minnesota","median_income",127500,61050
"787","270530275032","Block Group 2; Census Tract 275.03; Hennepin County; Minnesota","median_income",250001,NA
"788","270530275033","Block Group 3; Census Tract 275.03; Hennepin County; Minnesota","median_income",117500,36253
"789","270530275034","Block Group 4; Census Tract 275.03; Hennepin County; Minnesota","median_income",224839,92309
"790","270530275041","Block Group 1; Census Tract 275.04; Hennepin County; Minnesota","median_income",184635,15955
"791","270530275042","Block Group 2; Census Tract 275.04; Hennepin County; Minnesota","median_income",83855,12819
"792","270530275043","Block Group 3; Census Tract 275.04; Hennepin County; Minnesota","median_income",173889,58577
"793","270530275044","Block Group 4; Census Tract 275.04; Hennepin County; Minnesota","median_income",144141,112587
"794","270530276011","Block Group 1; Census Tract 276.01; Hennepin County; Minnesota","median_income",NA,NA
"795","270530276012","Block Group 2; Census Tract 276.01; Hennepin County; Minnesota","median_income",113594,31443
"796","270530276013","Block Group 3; Census Tract 276.01; Hennepin County; Minnesota","median_income",85912,25306
"797","270530276021","Block Group 1; Census Tract 276.02; Hennepin County; Minnesota","median_income",135368,135221
"798","270530276022","Block Group 2; Census Tract 276.02; Hennepin County; Minnesota","median_income",78810,27347
"799","270530276023","Block Group 3; Census Tract 276.02; Hennepin County; Minnesota","median_income",129524,48331
"800","270530276024","Block Group 4; Census Tract 276.02; Hennepin County; Minnesota","median_income",72273,7353
"801","270530276025","Block Group 5; Census Tract 276.02; Hennepin County; Minnesota","median_income",130637,45080
"802","270530276026","Block Group 6; Census Tract 276.02; Hennepin County; Minnesota","median_income",NA,NA
"803","270530277011","Block Group 1; Census Tract 277.01; Hennepin County; Minnesota","median_income",197895,102103
"804","270530277012","Block Group 2; Census Tract 277.01; Hennepin County; Minnesota","median_income",211898,51299
"805","270530277013","Block Group 3; Census Tract 277.01; Hennepin County; Minnesota","median_income",103088,78005
"806","270530277021","Block Group 1; Census Tract 277.02; Hennepin County; Minnesota","median_income",86250,20525
"807","270530277022","Block Group 2; Census Tract 277.02; Hennepin County; Minnesota","median_income",144250,38796
"808","270530277031","Block Group 1; Census Tract 277.03; Hennepin County; Minnesota","median_income",160076,48883
"809","270530277032","Block Group 2; Census Tract 277.03; Hennepin County; Minnesota","median_income",114618,65780
"810","270530277033","Block Group 3; Census Tract 277.03; Hennepin County; Minnesota","median_income",188869,42605
"811","270530277034","Block Group 4; Census Tract 277.03; Hennepin County; Minnesota","median_income",188750,98349
"812","270531002001","Block Group 1; Census Tract 1002; Hennepin County; Minnesota","median_income",109856,25487
"813","270531002002","Block Group 2; Census Tract 1002; Hennepin County; Minnesota","median_income",59822,27935
"814","270531002003","Block Group 3; Census Tract 1002; Hennepin County; Minnesota","median_income",35661,14603
"815","270531004001","Block Group 1; Census Tract 1004; Hennepin County; Minnesota","median_income",NA,NA
"816","270531004002","Block Group 2; Census Tract 1004; Hennepin County; Minnesota","median_income",55179,10846
"817","270531004003","Block Group 3; Census Tract 1004; Hennepin County; Minnesota","median_income",42025,13849
"818","270531005001","Block Group 1; Census Tract 1005; Hennepin County; Minnesota","median_income",56825,24820
"819","270531005002","Block Group 2; Census Tract 1005; Hennepin County; Minnesota","median_income",60125,15520
"820","270531007001","Block Group 1; Census Tract 1007; Hennepin County; Minnesota","median_income",78977,27398
"821","270531007002","Block Group 2; Census Tract 1007; Hennepin County; Minnesota","median_income",97616,62841
"822","270531007003","Block Group 3; Census Tract 1007; Hennepin County; Minnesota","median_income",51571,23644
"823","270531007004","Block Group 4; Census Tract 1007; Hennepin County; Minnesota","median_income",58552,1687
"824","270531008001","Block Group 1; Census Tract 1008; Hennepin County; Minnesota","median_income",99732,55077
"825","270531008002","Block Group 2; Census Tract 1008; Hennepin County; Minnesota","median_income",52568,20658
"826","270531008003","Block Group 3; Census Tract 1008; Hennepin County; Minnesota","median_income",75417,56037
"827","270531008004","Block Group 4; Census Tract 1008; Hennepin County; Minnesota","median_income",90527,26300
"828","270531009001","Block Group 1; Census Tract 1009; Hennepin County; Minnesota","median_income",71635,50536
"829","270531009002","Block Group 2; Census Tract 1009; Hennepin County; Minnesota","median_income",59787,22091
"830","270531009003","Block Group 3; Census Tract 1009; Hennepin County; Minnesota","median_income",61792,11802
"831","270531012001","Block Group 1; Census Tract 1012; Hennepin County; Minnesota","median_income",125729,54022
"832","270531012002","Block Group 2; Census Tract 1012; Hennepin County; Minnesota","median_income",135117,21291
"833","270531012003","Block Group 3; Census Tract 1012; Hennepin County; Minnesota","median_income",100588,32403
"834","270531012004","Block Group 4; Census Tract 1012; Hennepin County; Minnesota","median_income",103375,57231
"835","270531013001","Block Group 1; Census Tract 1013; Hennepin County; Minnesota","median_income",73299,14734
"836","270531013002","Block Group 2; Census Tract 1013; Hennepin County; Minnesota","median_income",41591,33227
"837","270531016001","Block Group 1; Census Tract 1016; Hennepin County; Minnesota","median_income",62833,45420
"838","270531016002","Block Group 2; Census Tract 1016; Hennepin County; Minnesota","median_income",45125,14143
"839","270531016003","Block Group 3; Census Tract 1016; Hennepin County; Minnesota","median_income",NA,NA
"840","270531016004","Block Group 4; Census Tract 1016; Hennepin County; Minnesota","median_income",12488,4910
"841","270531018001","Block Group 1; Census Tract 1018; Hennepin County; Minnesota","median_income",NA,NA
"842","270531018002","Block Group 2; Census Tract 1018; Hennepin County; Minnesota","median_income",56354,15359
"843","270531018003","Block Group 3; Census Tract 1018; Hennepin County; Minnesota","median_income",68809,2773
"844","270531019001","Block Group 1; Census Tract 1019; Hennepin County; Minnesota","median_income",82697,24705
"845","270531019002","Block Group 2; Census Tract 1019; Hennepin County; Minnesota","median_income",14359,3098
"846","270531019003","Block Group 3; Census Tract 1019; Hennepin County; Minnesota","median_income",84405,9874
"847","270531020001","Block Group 1; Census Tract 1020; Hennepin County; Minnesota","median_income",NA,NA
"848","270531020002","Block Group 2; Census Tract 1020; Hennepin County; Minnesota","median_income",62426,53337
"849","270531021001","Block Group 1; Census Tract 1021; Hennepin County; Minnesota","median_income",44091,16635
"850","270531021002","Block Group 2; Census Tract 1021; Hennepin County; Minnesota","median_income",45625,8969
"851","270531021003","Block Group 3; Census Tract 1021; Hennepin County; Minnesota","median_income",42868,14651
"852","270531025001","Block Group 1; Census Tract 1025; Hennepin County; Minnesota","median_income",118102,45008
"853","270531025002","Block Group 2; Census Tract 1025; Hennepin County; Minnesota","median_income",90417,8846
"854","270531025003","Block Group 3; Census Tract 1025; Hennepin County; Minnesota","median_income",29354,6576
"855","270531026001","Block Group 1; Census Tract 1026; Hennepin County; Minnesota","median_income",NA,NA
"856","270531026002","Block Group 2; Census Tract 1026; Hennepin County; Minnesota","median_income",72065,23518
"857","270531026003","Block Group 3; Census Tract 1026; Hennepin County; Minnesota","median_income",NA,NA
"858","270531026004","Block Group 4; Census Tract 1026; Hennepin County; Minnesota","median_income",75729,31592
"859","270531028001","Block Group 1; Census Tract 1028; Hennepin County; Minnesota","median_income",77568,22520
"860","270531028002","Block Group 2; Census Tract 1028; Hennepin County; Minnesota","median_income",42422,9502
"861","270531028003","Block Group 3; Census Tract 1028; Hennepin County; Minnesota","median_income",35446,26095
"862","270531030001","Block Group 1; Census Tract 1030; Hennepin County; Minnesota","median_income",69375,18914
"863","270531030002","Block Group 2; Census Tract 1030; Hennepin County; Minnesota","median_income",NA,NA
"864","270531030003","Block Group 3; Census Tract 1030; Hennepin County; Minnesota","median_income",84886,21761
"865","270531031001","Block Group 1; Census Tract 1031; Hennepin County; Minnesota","median_income",NA,NA
"866","270531031002","Block Group 2; Census Tract 1031; Hennepin County; Minnesota","median_income",85147,17846
"867","270531034001","Block Group 1; Census Tract 1034; Hennepin County; Minnesota","median_income",45966,26060
"868","270531034002","Block Group 2; Census Tract 1034; Hennepin County; Minnesota","median_income",40288,19449
"869","270531034003","Block Group 3; Census Tract 1034; Hennepin County; Minnesota","median_income",105189,104204
"870","270531036001","Block Group 1; Census Tract 1036; Hennepin County; Minnesota","median_income",99948,45441
"871","270531036002","Block Group 2; Census Tract 1036; Hennepin County; Minnesota","median_income",96577,19961
"872","270531036003","Block Group 3; Census Tract 1036; Hennepin County; Minnesota","median_income",185446,83294
"873","270531037001","Block Group 1; Census Tract 1037; Hennepin County; Minnesota","median_income",55197,36270
"874","270531037002","Block Group 2; Census Tract 1037; Hennepin County; Minnesota","median_income",106389,46794
"875","270531037003","Block Group 3; Census Tract 1037; Hennepin County; Minnesota","median_income",52337,13379
"876","270531037004","Block Group 4; Census Tract 1037; Hennepin County; Minnesota","median_income",53438,32957
"877","270531039001","Block Group 1; Census Tract 1039; Hennepin County; Minnesota","median_income",33214,10385
