"","address","closest_store","transit_time","latitude","longitude"
"7334","1903 Elliot Avenue, Minneapolis, MN 55404","COMMUNITY EMERGENCY SERVICES","4 mins",44.9637,-93.2607
"7335","1083 17th Avenue Southeast, Minneapolis, MN 55414","GOOD WORK FOOD SHELF.","25 mins",44.9903,-93.2286
"7336","1043 17th Avenue Southeast, Minneapolis, MN 55414","GLENDALE FOOD SHELF","34 mins",44.9891,-93.2286
"7337","343 25th Street East, Minneapolis, MN 55404","CFCL CENTER CAFE","11 mins",44.9569,-93.2706
"7338","2113 Minneapolis Avenue, Minneapolis, MN 55406","GLENDALE FOOD SHELF","21 mins",44.9619,-93.2261
"7339","3623 12th Avenue South, Minneapolis, MN 55407","FOOD SHELF","12 mins",44.9369,-93.2571
"7340","813 27th Avenue South, Minneapolis, MN 55454","GLENDALE FOOD SHELF","19 mins",44.9647,-93.2326
"7341","1933 Dupont Avenue South, Minneapolis, MN 55403","GROVELAND FOOD SHELF","8 mins",44.9632,-93.2927
"7342","1123 Mount Curve Avenue, Minneapolis, MN 55403","GROVELAND FOOD SHELF","15 mins",44.9673,-93.294
"7343","2113 Grand Avenue South, Minneapolis, MN 55405","GROVELAND FOOD SHELF","9 mins",44.9615,-93.2839
"7344","2403 58th Street West, Minneapolis, MN 55410","INCARNATION","21 mins",44.8976,-93.3101
"7345","4523 Snelling Avenue, Minneapolis, MN 55406","MINNEHAHA FOOD SHELF","13 mins",44.9209,-93.2167
"7346","1103 5th Street Southeast, Minneapolis, MN 55414","PILLSBURY UNITED COMMUNITIES","23 mins",44.9833,-93.2387
"7347","1103 22nd Street East, Minneapolis, MN 55404","PILLSBURY UNITED COMM WAITE HOUSE","3 mins",44.9607,-93.2578
"7348","2313 22nd Avenue South, Minneapolis, MN 55404","PILLSBURY UNITED COMM WAITE HOUSE","17 mins",44.9597,-93.2406
"7349","2223 12th Avenue South, Minneapolis, MN 55404","PILLSBURY UNITED COMM WAITE HOUSE","5 mins",44.9602,-93.2573
"7350","1073 Antoinette Avenue South, Minneapolis, MN 55405","LAO ASSISTANCE CENTER OF MINNESOTA","26 mins",44.9685,-93.314
"7351","1803 13th Avenue South, Minneapolis, MN 55404","COMMUNITY EMERGENCY SERVICES","4 mins",44.965,-93.2564
"7352","1933 Emerson Avenue South, Minneapolis, MN 55403","GROVELAND FOOD SHELF","9 mins",44.9632,-93.294
"7353","1053 Madeira Avenue, Minneapolis, MN 55405","LAO ASSISTANCE CENTER OF MINNESOTA","25 mins",44.9686,-93.3129
"7354","123 9th Avenue Northeast, Minneapolis, MN 55413","GOOD WORK FOOD SHELF.","14 mins",44.9967,-93.2663
"7355","2843 Delaware Street Southeast, Minneapolis, MN 55414","GLENDALE FOOD SHELF","6 mins",44.9696,-93.2174
"7356","2713 5th Avenue South, Minneapolis, MN 55408","CFCL CENTER CAFE","12 mins",44.9528,-93.2684
"7357","5933 Chicago Avenue, Minneapolis, MN 55417","MINNEHAHA FOOD SHELF","41 mins",44.8949,-93.2625
"7358","2303 Emerson Avenue North, Minneapolis, MN 55411","SALVATION ARMY - PARKVIEW NORTH","10 mins",45.0028,-93.2945
"7359","713 9th Avenue Southeast, Minneapolis, MN 55414","GOOD WORK FOOD SHELF.","22 mins",44.9868,-93.2404
"7360","2423 2nd Street Northeast, Minneapolis, MN 55418","SALVATION ARMY - NEED","15 mins",45.0129,-93.2659
"7361","2633 Humboldt Avenue South Unit 301, Minneapolis, MN 55408","DIVISION OF INDIAN WORK","15 mins",44.95447575,-93.29841653
"7362","3933 Chicago Avenue Unit 4, Minneapolis, MN 55407","FOOD SHELF","3 mins",44.9313,-93.2621
"7363","3933 Chicago Avenue Unit 1, Minneapolis, MN 55407","FOOD SHELF","3 mins",44.9313,-93.2621
"7364","3933 Chicago Avenue Unit 3, Minneapolis, MN 55407","FOOD SHELF","3 mins",44.9313,-93.2621
"7365","2633 Humboldt Avenue South Unit 101, Minneapolis, MN 55408","DIVISION OF INDIAN WORK","15 mins",44.9544754,-93.29841653
"7366","2633 Humboldt Avenue South Unit 201, Minneapolis, MN 55408","DIVISION OF INDIAN WORK","15 mins",44.9544754,-93.29841653
"7367","3933 Chicago Avenue Unit 2, Minneapolis, MN 55407","FOOD SHELF","3 mins",44.9313,-93.2621
"7368","5003 Bryant Avenue South, Minneapolis, MN 55419","INCARNATION","16 mins",44.912,-93.2904
"7369","4403 Irving Avenue North, Minneapolis, MN 55412","ACE IN THE CITY","16 mins",45.03564539,-93.30052895
"7370","4023 14th Avenue South, Minneapolis, MN 55407","FOOD SHELF","12 mins",44.9296,-93.2545
"7371","343 19th Street East, Minneapolis, MN 55404","GROVELAND FOOD SHELF","9 mins",44.9639,-93.2705
"7372","423 31st Street West, Minneapolis, MN 55408","DIVISION OF INDIAN WORK","9 mins",44.9464,-93.2854
"7373","1413 34th Street West, Minneapolis, MN 55408","JOYCE FOOD SHELF","8 mins",44.9412,-93.2978
"7374","1913 6th Street South, Minneapolis, MN 55454","PILLSBURY UNITED COMMUNITIES","12 mins",44.9676,-93.245
"7375","333 8th Street Southeast, Minneapolis, MN 55414","GOOD WORK FOOD SHELF.","14 mins",44.9906,-93.2466
"7376","523 9th Street South, Minneapolis, MN 55404","ST. OLAF CATHOLIC CHURCH SAMARITAN MINISTRY FOOD SHELF","7 mins",44.9715,-93.2662
"7377","603 9th Street South, Minneapolis, MN 55404","ST. OLAF CATHOLIC CHURCH SAMARITAN MINISTRY FOOD SHELF","8 mins",44.9713,-93.2655
"7378","3603 Aldrich Avenue South, Minneapolis, MN 55409","INCARNATION","11 mins",44.9375,-93.2893
"7379","3933 Bryant Avenue South, Minneapolis, MN 55409","INCARNATION","13 mins",44.9312,-93.2906
"7380","1313 Como Avenue Southeast, Minneapolis, MN 55414","GOOD WORK FOOD SHELF.","31 mins",44.988,-93.2324
"7381","1913 Dupont Avenue South, Minneapolis, MN 55403","GROVELAND FOOD SHELF","9 mins",44.9639,-93.2929
"7382","3233 Fremont Avenue South, Minneapolis, MN 55408","JOYCE FOOD SHELF","5 mins",44.9436,-93.2956
"7383","2733 Girard Avenue South, Minneapolis, MN 55408","DIVISION OF INDIAN WORK","10 mins",44.9528,-93.2968
"7384","3133 Girard Avenue South, Minneapolis, MN 55408","JOYCE FOOD SHELF","4 mins",44.9454,-93.2966
"7385","3033 East Bde Maka Ska Parkway, Minneapolis, MN 55408","JOYCE FOOD SHELF","10 mins",44.9473,-93.3056
"7386","4033 Queen Avenue South, Minneapolis, MN 55410","INCARNATION","25 mins",44.9293,-93.3097
"7387","1303 Yale Place, Minneapolis, MN 55403","SALVATION ARMY - CCO","14 mins",44.9721,-93.2803
"7388","333 1st Street South, Minneapolis, MN 55401","ST. OLAF CATHOLIC CHURCH SAMARITAN MINISTRY FOOD SHELF","15 mins",44.9815,-93.2617
"7389","2433 5th Avenue South, Minneapolis, MN 55404","CFCL CENTER CAFE","5 mins",44.9578,-93.2687
"7390","403 8th Avenue Southeast, Minneapolis, MN 55414","PILLSBURY UNITED COMMUNITIES","22 mins",44.984,-93.2442
"7391","703 Emerson Avenue North, Minneapolis, MN 55411","LAO ASSISTANCE CENTER OF MINNESOTA","10 mins",44.9857,-93.2948
"7392","2623 West Broadway, Minneapolis, MN 55411","NORTHPOINT HEALTH & WELLNESS CENTER INC","14 mins",45.0084,-93.3143
"7393","3923 Chicago Avenue, Minneapolis, MN 55407","FOOD SHELF","2 mins",44.9316,-93.2623
"7394","423 1st Avenue Northeast, Minneapolis, MN 55413","GOOD WORK FOOD SHELF.","12 mins",44.9899,-93.2551
"7395","3503 2nd Avenue South, Minneapolis, MN 55408","SABATHANI FOOD SHELF","10 mins",44.93930697,-93.27367466
"7396","203 5th Street Southeast, Minneapolis, MN 55414","GOOD WORK FOOD SHELF.","10 mins",44.98831201,-93.25144086
"7397","643 18th Street East, Minneapolis, MN 55404","COMMUNITY EMERGENCY SERVICES","10 mins",44.96510936,-93.26540845
"7398","13 Barton Avenue Southeast, Minneapolis, MN 55414","TEAMSTERS HELPING TEAMSTERS FOOD","7 mins",44.9681,-93.2151
"7399","803 Douglas Avenue, Minneapolis, MN 55403","GROVELAND FOOD SHELF","16 mins",44.9661,-93.2897
"7400","2633 Stevens Avenue Unit 124, Minneapolis, MN 55408","CFCL CENTER CAFE","16 mins",44.9544,-93.275
"7401","3133 Dean Court, Minneapolis, MN 55416","JOYCE FOOD SHELF","19 mins",44.9509,-93.3195
"7402","2633 Stevens Avenue Unit 215, Minneapolis, MN 55408","CFCL CENTER CAFE","16 mins",44.9544,-93.275
"7403","1913 Dupont Avenue South Unit 3, Minneapolis, MN 55403","GROVELAND FOOD SHELF","9 mins",44.9639,-93.2927
"7404","2633 Stevens Avenue Unit 223, Minneapolis, MN 55408","CFCL CENTER CAFE","16 mins",44.9544,-93.275
"7405","2633 Stevens Avenue Unit 324, Minneapolis, MN 55408","CFCL CENTER CAFE","16 mins",44.9544,-93.275
"7406","2633 Stevens Avenue Unit 219, Minneapolis, MN 55408","CFCL CENTER CAFE","16 mins",44.9544,-93.275
"7407","2813 4th Street Southeast, Minneapolis, MN 55414","TEAMSTERS HELPING TEAMSTERS FOOD","6 mins",44.9729,-93.2159
"7408","2743 11th Avenue South, Minneapolis, MN 55407","CLUES","13 mins",44.9524,-93.2584
"7409","2883 Holmes Avenue South, Minneapolis, MN 55408","JOYCE FOOD SHELF","10 mins",44.9494,-93.2993
"7410","2313 26th Avenue South, Minneapolis, MN 55406","GLENDALE FOOD SHELF","22 mins",44.9598,-93.2341
"7411","2733 Portland Avenue, Minneapolis, MN 55407","CLUES","12 mins",44.9526,-93.2673
"7412","2013 Portland Avenue, Minneapolis, MN 55404","CFCL CENTER CAFE","8 mins",44.9621,-93.2673
"7413","2433 Lyndale Avenue South, Minneapolis, MN 55405","GROVELAND FOOD SHELF","10 mins",44.9581,-93.2876
"7414","2793 Xerxes Avenue South, Minneapolis, MN 55416","JOYCE FOOD SHELF","20 mins",44.9525,-93.3185
"7415","2633 Pillsbury Avenue, Minneapolis, MN 55408","GROVELAND FOOD SHELF","12 mins",44.9544,-93.2808
"7416","2023 Stevens Avenue, Minneapolis, MN 55404","GROVELAND FOOD SHELF","7 mins",44.9618,-93.2749
"7417","1203 21st Street East, Minneapolis, MN 55404","PILLSBURY UNITED COMM WAITE HOUSE","5 mins",44.9616,-93.2572
"7418","2103 Pleasant Avenue, Minneapolis, MN 55404","GROVELAND FOOD SHELF","7 mins",44.9617,-93.2825
"7419","623 Franklin Avenue East, Minneapolis, MN 55404","CFCL CENTER CAFE","7 mins",44.9624,-93.2662
"7420","2633 Stevens Avenue Unit 323, Minneapolis, MN 55408","CFCL CENTER CAFE","16 mins",44.9544,-93.275
"7421","2713 Fremont Avenue South, Minneapolis, MN 55408","DIVISION OF INDIAN WORK","12 mins",44.9533,-93.2953
"7422","2913 18th Avenue South, Minneapolis, MN 55407","ISUROON","5 mins",44.9497,-93.2483
"7423","2323 16th Avenue South, Minneapolis, MN 55404","PILLSBURY UNITED COMM WAITE HOUSE","8 mins",44.9595,-93.2508
"7424","2633 Girard Avenue South, Minneapolis, MN 55408","DIVISION OF INDIAN WORK","13 mins",44.9544,-93.2966
"7425","2113 27th Avenue South, Minneapolis, MN 55406","GLENDALE FOOD SHELF","19 mins",44.9615,-93.2326
"7426","2323 Clinton Avenue, Minneapolis, MN 55404","CFCL CENTER CAFE","9 mins",44.9594,-93.2711
"7427","2833 Park Avenue, Minneapolis, MN 55407","CLUES","6 mins",44.9508,-93.2647
"7428","2783 Xerxes Avenue South, Minneapolis, MN 55416","JOYCE FOOD SHELF","20 mins",44.9529,-93.3185
"7429","2893 Knox Avenue South, Minneapolis, MN 55408","JOYCE FOOD SHELF","10 mins",44.9495,-93.3045
"7430","2323 Garfield Avenue, Minneapolis, MN 55405","GROVELAND FOOD SHELF","10 mins",44.9593,-93.2864
"7431","2813 Cedar Avenue South, Minneapolis, MN 55407","ISUROON","8 mins",44.9514,-93.247
"7432","2723 Cedar Avenue South, Minneapolis, MN 55407","ISUROON","10 mins",44.953,-93.247
"7433","2873 Holmes Avenue South, Minneapolis, MN 55408","JOYCE FOOD SHELF","10 mins",44.9497,-93.2993
"7434","1303 Yale Place Unit 2, Minneapolis, MN 55403","SALVATION ARMY - CCO","14 mins",44.972,-93.2804
"7435","2633 Stevens Avenue Unit 315, Minneapolis, MN 55408","CFCL CENTER CAFE","16 mins",44.9544,-93.275
"7436","633 Ontario Street Southeast, Minneapolis, MN 55414","GLENDALE FOOD SHELF","13 mins",44.969,-93.2253
"7437","2213 5th Avenue South, Minneapolis, MN 55404","CFCL CENTER CAFE","6 mins",44.9605,-93.2686
"7438","2433 Emerson Avenue South, Minneapolis, MN 55405","DIVISION OF INDIAN WORK","17 mins",44.9578,-93.294
"7439","2633 1st Avenue South, Minneapolis, MN 55408","CFCL CENTER CAFE","18 mins",44.9544,-93.2763
"7440","513 2nd Street Northeast, Minneapolis, MN 55413","GOOD WORK FOOD SHELF.","17 mins",44.9938,-93.2616
"7441","2423 Blaisdell Avenue, Minneapolis, MN 55404","GROVELAND FOOD SHELF","8 mins",44.9584,-93.2792
"7442","2903 Park Avenue, Minneapolis, MN 55407","CLUES","5 mins",44.9499,-93.2648
"7443","2413 1st Avenue South, Minneapolis, MN 55404","GROVELAND FOOD SHELF","8 mins",44.9587,-93.2762
"7444","2813 8th Street South, Minneapolis, MN 55454","GLENDALE FOOD SHELF","22 mins",44.965,-93.2308
"7445","1323 22nd Street East, Minneapolis, MN 55404","PILLSBURY UNITED COMM WAITE HOUSE","6 mins",44.9607,-93.2552
"7446","2913 29th Avenue South, Minneapolis, MN 55406","SALVATION ARMY - SOUTH","14 mins",44.9497,-93.2295
"7447","3033 Holmes Avenue South, Minneapolis, MN 55408","JOYCE FOOD SHELF","6 mins",44.9472,-93.2992
"7448","2713 2nd Avenue South, Minneapolis, MN 55408","CFCL CENTER CAFE","16 mins",44.9531,-93.2737
"7449","2333 Jackson Street Northeast, Minneapolis, MN 55418","SENIOR FOOD SHELF","9 mins",45.0118,-93.2488
"7450","2443 Pillsbury Avenue, Minneapolis, MN 55404","GROVELAND FOOD SHELF","10 mins",44.9577,-93.2808
"7451","173 Glenwood Avenue, Minneapolis, MN 55405","SALVATION ARMY - CCO","8 mins",44.9788,-93.2861
"7452","2633 Stevens Avenue Unit 322, Minneapolis, MN 55408","CFCL CENTER CAFE","16 mins",44.9544,-93.275
"7453","643 5th Street North, Minneapolis, MN 55401","HIGH RISE MOBILE FOOD SHELF","4 mins",44.985,-93.2808
"7454","2313 Colfax Avenue South, Minneapolis, MN 55405","GROVELAND FOOD SHELF","11 mins",44.9596,-93.2915
"7455","2113 Portland Avenue, Minneapolis, MN 55404","CFCL CENTER CAFE","6 mins",44.9613,-93.2672
"7456","2523 Lyndale Avenue South, Minneapolis, MN 55405","DIVISION OF INDIAN WORK","10 mins",44.9565,-93.2876
"7457","223 3rd Avenue Southeast, Minneapolis, MN 55414","PILLSBURY UNITED COMMUNITIES","28 mins",44.9855,-93.2525
"7458","403 6th Street Southeast, Minneapolis, MN 55414","GOOD WORK FOOD SHELF.","15 mins",44.9882,-93.2479
"7459","923 2nd Street Northeast, Minneapolis, MN 55413","GOOD WORK FOOD SHELF.","10 mins",44.998,-93.2645
"7460","2533 3rd Avenue South, Minneapolis, MN 55404","CFCL CENTER CAFE","12 mins",44.9561,-93.2724
"7461","2533 1st Avenue South, Minneapolis, MN 55404","CFCL CENTER CAFE","16 mins",44.956,-93.2762
"7462","2533 Blaisdell Avenue, Minneapolis, MN 55404","GROVELAND FOOD SHELF","8 mins",44.9562,-93.2792
"7463","13 27th Avenue Southeast, Minneapolis, MN 55414","GLENDALE FOOD SHELF","10 mins",44.9657,-93.2209
"7464","423 5th Street Southeast, Minneapolis, MN 55414","GOOD WORK FOOD SHELF.","15 mins",44.9869,-93.2478
"7465","3223 25th Street East, Minneapolis, MN 55406","GLENDALE FOOD SHELF","25 mins",44.9571,-93.2246
"7466","2213 Aldrich Avenue South, Minneapolis, MN 55405","GROVELAND FOOD SHELF","10 mins",44.9603,-93.2889
"7467","2613 Girard Avenue South, Minneapolis, MN 55408","DIVISION OF INDIAN WORK","13 mins",44.955,-93.2966
"7468","2633 Pleasant Avenue, Minneapolis, MN 55408","DIVISION OF INDIAN WORK","16 mins",44.9545,-93.2825
"7469","3733 23rd Avenue South, Minneapolis, MN 55407","JERICO ROAD MINISTRIES","14 mins",44.9346,-93.2384
"7470","3013 Holmes Avenue South, Minneapolis, MN 55408","JOYCE FOOD SHELF","7 mins",44.9478,-93.2992
"7471","2633 Stevens Avenue, Minneapolis, MN 55408","CFCL CENTER CAFE","17 mins",44.9544,-93.275
"7472","2103 Harriet Avenue, Minneapolis, MN 55405","GROVELAND FOOD SHELF","10 mins",44.9617,-93.2851
"7473","2103 2nd Avenue South, Minneapolis, MN 55404","GROVELAND FOOD SHELF","8 mins",44.9615,-93.2737
"7474","823 15th Avenue Southeast, Minneapolis, MN 55414","GLENDALE FOOD SHELF","29 mins",44.9848,-93.2309
"7475","2653 Lyndale Avenue North, Minneapolis, MN 55411","BREAD OF LIFE","11 mins",45.0075,-93.2884
"7476","2633 Stevens Avenue Unit 115, Minneapolis, MN 55408","CFCL CENTER CAFE","16 mins",44.9544,-93.275
"7477","3823 31st Street West, Minneapolis, MN 55416","JOYCE FOOD SHELF","21 mins",44.9464,-93.3288
"7478","2733 Girard Avenue South Unit 202, Minneapolis, MN 55408","DIVISION OF INDIAN WORK","11 mins",44.9528,-93.2966
"7479","913 12th Avenue Southeast, Minneapolis, MN 55414","GOOD WORK FOOD SHELF.","29 mins",44.9872,-93.2355
"7480","3233 Minnehaha Avenue, Minneapolis, MN 55406","JERICO ROAD MINISTRIES","25 mins",44.9441,-93.2307
"7481","2323 26th Avenue North, Minneapolis, MN 55411","NORTHPOINT HEALTH & WELLNESS CENTER INC","8 mins",45.0056,-93.3102
"7482","53 Island Avenue West Unit G12, Minneapolis, MN 55401","HIGH RISE MOBILE FOOD SHELF","28 mins",44.9879,-93.2647
"7483","423 23rd Avenue Northeast, Minneapolis, MN 55418","SENIOR FOOD SHELF","19 mins",45.0113,-93.2606
"7484","913 22nd Avenue Northeast, Minneapolis, MN 55418","SENIOR FOOD SHELF","8 mins",45.0102,-93.2485
"7485","713 15th Avenue Southeast, Minneapolis, MN 55414","GLENDALE FOOD SHELF","26 mins",44.9835,-93.2321
"7486","3203 Girard Avenue North, Minneapolis, MN 55412","BREAD OF LIFE","8 mins",45.0133,-93.2972
"7487","1003 Lowry Avenue North, Minneapolis, MN 55411","BREAD OF LIFE","9 mins",45.0129,-93.2919
"7488","33 River Terrace Court, Minneapolis, MN 55414","TEAMSTERS HELPING TEAMSTERS FOOD","32 mins",44.9573,-93.2085
"7489","1903 Jackson Street Northeast, Minneapolis, MN 55418","SENIOR FOOD SHELF","6 mins",45.008,-93.2488
"7490","803 Logan Avenue North, Minneapolis, MN 55411","LAO ASSISTANCE CENTER OF MINNESOTA","18 mins",44.9863,-93.3036
"7491","1813 5th Street South, Minneapolis, MN 55454","GLENDALE FOOD SHELF","23 mins",44.9686,-93.2464
"7492","1433 Jefferson Street Northeast, Minneapolis, MN 55413","GOOD WORK FOOD SHELF.","5 mins",45.0029,-93.2547
"7493","2513 Golden Valley Road, Minneapolis, MN 55411","NORTHPOINT HEALTH & WELLNESS CENTER INC","6 mins",44.9985,-93.3126
"7494","2123 16th Avenue South, Minneapolis, MN 55404","PILLSBURY UNITED COMM WAITE HOUSE","11 mins",44.9615,-93.2498
"7495","23 River Terrace Court, Minneapolis, MN 55414","TEAMSTERS HELPING TEAMSTERS FOOD","32 mins",44.9573,-93.2085
"7496","1503 5th Street South, Minneapolis, MN 55454","PILLSBURY UNITED COMMUNITIES","4 mins",44.97,-93.2483
"7497","2653 Portland Avenue, Minneapolis, MN 55407","CFCL CENTER CAFE","9 mins",44.954,-93.2673
"7498","1823 Plymouth Avenue North, Minneapolis, MN 55411","NORTHPOINT HEALTH & WELLNESS CENTER INC","10 mins",44.9912,-93.3038
"7499","2313 Grand Avenue South, Minneapolis, MN 55405","GROVELAND FOOD SHELF","8 mins",44.9597,-93.2839
"7500","1313 22nd Street East, Minneapolis, MN 55404","PILLSBURY UNITED COMM WAITE HOUSE","6 mins",44.9607,-93.2557
"7501","613 19th Avenue South, Minneapolis, MN 55454","LITTLE KITCHEN FOOD SHELF","8 mins",44.9673,-93.2454
"7502","3803 54th Street East, Minneapolis, MN 55417","MINNEHAHA FOOD SHELF","11 mins",44.9051,-93.2175
"7503","3223 Girard Avenue South, Minneapolis, MN 55408","JOYCE FOOD SHELF","6 mins",44.944,-93.2967
"7504","2523 Girard Avenue North, Minneapolis, MN 55411","BREAD OF LIFE","9 mins",45.0057,-93.2975
"7505","2133 Emerson Avenue North, Minneapolis, MN 55411","SALVATION ARMY - PARKVIEW NORTH","8 mins",45.0014,-93.2945
"7506","313 3rd Avenue Southeast, Minneapolis, MN 55414","GOOD WORK FOOD SHELF.","14 mins",44.9862,-93.2523
"7507","823 5th Avenue South, Minneapolis, MN 55404","ST. OLAF CATHOLIC CHURCH SAMARITAN MINISTRY FOOD SHELF","6 mins",44.9722,-93.2666
"7508","313 17th Avenue Northeast, Minneapolis, MN 55413","GOOD WORK FOOD SHELF.","18 mins",45.0055,-93.2642
"7509","3 Wentworth Court East, Minneapolis, MN 55419","INCARNATION","25 mins",44.8917,-93.2804
"7510","3743 1st Avenue South, Minneapolis, MN 55409","ALIVENESS PROJECT","3 mins",44.9347,-93.2763
"7511","2903 Aldrich Avenue North, Minneapolis, MN 55411","BREAD OF LIFE","7 mins",45.0097,-93.2896
"7512","43 Wentworth Court East, Minneapolis, MN 55419","INCARNATION","26 mins",44.8912,-93.2796
"7513","1043 29th Avenue Southeast, Minneapolis, MN 55414","TEAMSTERS HELPING TEAMSTERS FOOD","19 mins",44.9898,-93.2139
"7514","2523 Golden Valley Road, Minneapolis, MN 55411","NORTHPOINT HEALTH & WELLNESS CENTER INC","6 mins",44.9986,-93.313
"7515","1733 Emerson Avenue North, Minneapolis, MN 55411","SALVATION ARMY - PARKVIEW NORTH","8 mins",44.9973,-93.2945
"7516","1213 18th Avenue Northeast, Minneapolis, MN 55418","SENIOR FOOD SHELF","6 mins",45.0062,-93.2418
"7517","113 61st Street West, Minneapolis, MN 55419","FOOD SHELF","38 mins",44.8922,-93.28
"7518","603 Main Street Northeast, Minneapolis, MN 55413","GOOD WORK FOOD SHELF.","18 mins",44.9937,-93.2634
"7519","1623 19th Avenue Northeast, Minneapolis, MN 55418","SENIOR FOOD SHELF","14 mins",45.008,-93.2363
"7520","1303 22nd Street East, Minneapolis, MN 55404","PILLSBURY UNITED COMM WAITE HOUSE","5 mins",44.9607,-93.2557
"7521","2623 Pleasant Avenue, Minneapolis, MN 55408","GROVELAND FOOD SHELF","13 mins",44.9548,-93.2825
"7522","4613 Bryant Avenue South, Minneapolis, MN 55419","INCARNATION","14 mins",44.9192,-93.2905
"7523","3923 Bryant Avenue South, Minneapolis, MN 55409","INCARNATION","12 mins",44.9315,-93.2904
"7524","2623 3rd Avenue South, Minneapolis, MN 55408","CFCL CENTER CAFE","13 mins",44.9547,-93.2724
"7525","183 1/2 Island Avenue East, Minneapolis, MN 55401","HIGH RISE MOBILE FOOD SHELF","31 mins",44.9893,-93.2632
"7526","2803 Park Avenue, Minneapolis, MN 55407","CLUES","8 mins",44.9516,-93.2645
"7527","4743 Grand Avenue South, Minneapolis, MN 55419","INCARNATION","17 mins",44.9165,-93.2841
"7528","623 32nd Street East, Minneapolis, MN 55407","CLUES","8 mins",44.9447,-93.2661
"7529","3833 Grand Avenue South, Minneapolis, MN 55409","INCARNATION","4 mins",44.9332,-93.284
"7530","123 61st Street West, Minneapolis, MN 55419","FOOD SHELF","38 mins",44.8922,-93.28
"7531","513 University Avenue Southeast, Minneapolis, MN 55414","PILLSBURY UNITED COMMUNITIES","31 mins",44.9847,-93.2484
"7532","2413 18th Avenue South, Minneapolis, MN 55404","PILLSBURY UNITED COMM WAITE HOUSE","11 mins",44.9582,-93.248
"7533","2523 17th Avenue South, Minneapolis, MN 55404","PILLSBURY UNITED COMM WAITE HOUSE","13 mins",44.9565,-93.2495
"7534","1003 29th Avenue Northeast, Minneapolis, MN 55418","SALVATION ARMY - NEED","4 mins",45.0206,-93.2458
"7535","103 59th Street East, Minneapolis, MN 55419","INCARNATION","21 mins",44.8965,-93.2769
"7536","2013 3rd Avenue South, Minneapolis, MN 55404","GROVELAND FOOD SHELF","7 mins",44.9623,-93.2721
"7537","2703 Blaisdell Avenue, Minneapolis, MN 55408","GROVELAND FOOD SHELF","10 mins",44.9535,-93.2793
"7538","303 3rd Avenue Southeast, Minneapolis, MN 55414","GOOD WORK FOOD SHELF.","14 mins",44.9862,-93.2523
"7539","703 15th Avenue Southeast, Minneapolis, MN 55414","GLENDALE FOOD SHELF","26 mins",44.9832,-93.2322
"7540","1053 29th Avenue Southeast, Minneapolis, MN 55414","TEAMSTERS HELPING TEAMSTERS FOOD","19 mins",44.9898,-93.2139
"7541","183 Island Avenue East, Minneapolis, MN 55401","GOOD WORK FOOD SHELF.","24 mins",44.9893,-93.2632
"7542","1023 29th Avenue Southeast, Minneapolis, MN 55414","TEAMSTERS HELPING TEAMSTERS FOOD","34 mins",44.9898,-93.2139
"7543","103 61st Street West, Minneapolis, MN 55419","FOOD SHELF","38 mins",44.8922,-93.28
"7544","703 9th Street South, Minneapolis, MN 55404","ST. OLAF CATHOLIC CHURCH SAMARITAN MINISTRY FOOD SHELF","10 mins",44.9706,-93.2641
"7545","3923 Thomas Avenue North, Minneapolis, MN 55412","ACE IN THE CITY","32 mins",45.0266,-93.3139
"7546","3603 Aldrich Avenue South Unit 103, Minneapolis, MN 55409","INCARNATION","11 mins",44.9375,-93.2891
"7547","3233 Fremont Avenue South Unit 4, Minneapolis, MN 55408","JOYCE FOOD SHELF","5 mins",44.9436,-93.2954
"7548","2463 18th Avenue South, Minneapolis, MN 55404","PILLSBURY UNITED COMM WAITE HOUSE","12 mins",44.9582,-93.248
"7549","1513 Spruce Place, Minneapolis, MN 55403","GROVELAND FOOD SHELF","9 mins",44.9673,-93.2804
"7550","53 Melbourne Avenue Southeast, Minneapolis, MN 55414","TEAMSTERS HELPING TEAMSTERS FOOD","11 mins",44.9653,-93.2112
"7551","3603 Aldrich Avenue South Unit B1, Minneapolis, MN 55409","INCARNATION","11 mins",44.9375,-93.2891
"7552","5213 Hiawatha Lane, Minneapolis, MN 55417","MINNEHAHA FOOD SHELF","19 mins",44.9082,-93.2049
"7553","6123 Wentworth Avenue, Minneapolis, MN 55419","INCARNATION","24 mins",44.891,-93.2804
"7554","333 8th Street Southeast Unit 321, Minneapolis, MN 55414","GOOD WORK FOOD SHELF.","20 mins",44.9906,-93.2466
"7555","333 8th Street Southeast Unit 111, Minneapolis, MN 55414","GOOD WORK FOOD SHELF.","20 mins",44.9906,-93.2466
"7556","333 8th Street Southeast Unit 314, Minneapolis, MN 55414","GOOD WORK FOOD SHELF.","20 mins",44.9906,-93.2466
"7557","503 15th Avenue Southeast, Minneapolis, MN 55414","GLENDALE FOOD SHELF","22 mins",44.9814,-93.2337
"7558","303 17th Avenue Northeast, Minneapolis, MN 55413","GOOD WORK FOOD SHELF.","19 mins",45.0055,-93.2642
"7559","2103 Garfield Avenue, Minneapolis, MN 55405","GROVELAND FOOD SHELF","8 mins",44.9618,-93.2864
"7560","2423 18th Avenue South, Minneapolis, MN 55404","PILLSBURY UNITED COMM WAITE HOUSE","13 mins",44.9582,-93.248
"7561","3603 Aldrich Avenue South Unit 203, Minneapolis, MN 55409","INCARNATION","11 mins",44.9375,-93.2891
